target_id	W	pval	qval	b	se_b	mean_obs
YBR023C_mRNA	5.75174200174891	0.0164723146944735	0.0407147613761984	0.216294750011722	0.0901874857019807	7.33010508046933
YBR236C_mRNA	0.0319291644777271	0.858183212604238	0.858183212604238	0.0389231993966407	0.217828526661599	6.10682117865057
YER051W_mRNA	6.36631191220303	0.0116307073475761	0.0387690244919205	0.2797179303196	0.1108603766568	5.40838341841481
YFL024C_mRNA	2.62279352816751	0.105338845165996	0.150484064522851	0.128141348697614	0.0791238186679162	6.31602186369308
YHL021C_mRNA	311.523912086632	1.01684155268843e-69	1.01684155268843e-68	-1.39401774207469	0.0789809961838295	6.94463344104602
YHR028C_mRNA	0.182420325783356	0.669301448926149	0.74366827658461	0.172666637351068	0.404270282345742	7.43270526556646
YJL188C_mRNA	0.609605753756858	0.434936289435356	0.543670361794195	-0.147679458846147	0.18914530409541	6.99843377578234
YKR041W_mRNA	119.729926130338	7.24871613546758e-28	3.62435806773379e-27	0.881823842532952	0.0805898745475314	3.90234159840406
YLR338W_mRNA	3.49132535533873	0.0616911764965208	0.102818627494201	-0.170565241708387	0.0912841493402223	4.03645808123523
YML106W_mRNA	5.38098504974263	0.0203573806880992	0.0407147613761984	-0.425270353700624	0.183330285881448	7.35318498560613
