target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
YOR290C_mRNA	6.98838031214494e-138	4.06514082757471e-134	-6.14547490989897	0.245871541319025	6.44115638873803	4.74114264802206	0.038259297822052	-0.0145935642418163	0.0146369151547171	0.0146369151547171
YHR215W_mRNA	1.03755820179921e-102	3.01773802993301e-99	-3.47976213995675	0.161707804017431	7.87219763730189	1.52623874927723	0.00352786885861564	0.0112254249911852	0.0193528682865068	0.0193528682865068
YGR234W_mRNA	1.2676040169202e-81	2.45788418880828e-78	-2.93946839274646	0.153609786368392	8.11423824839377	1.08529257210726	0.000548543379645034	0.00555693608531335	0.0200979272799801	0.0200979272799801
YER081W_mRNA	2.854506496791e-58	4.15116607295832e-55	2.30236062708404	0.143065576701292	7.01668819530437	0.677694041883049	0.00128095324482816	0.0163193622848171	0.0166283360874361	0.0166283360874361
YHR136C_mRNA	1.59048608445578e-55	1.85037151065586e-52	-3.22760454800702	0.205621727216744	5.34890248002225	1.33388911081715	0.00942440933285403	0.0275708485327933	0.0171356810106938	0.0275708485327933
YER011W_mRNA	7.01629462017163e-53	6.8022976342564e-50	-3.06442912902903	0.200216335926951	7.4965997757178	1.20390567173421	0.000876191734838398	0.0341995667906737	0.0182009484731973	0.0341995667906737
YIL121W_mRNA	1.41058420650808e-47	1.17219547560821e-44	-2.05329199584719	0.141708446110121	6.93669107117508	0.530454659572041	0.00120165986568156	0.00282760668772651	0.0163694633708954	0.0163694633708954
YBR092C_mRNA	1.65872148894856e-47	1.20609786265172e-44	-2.13636286471269	0.147554997738494	7.52686256233871	0.581656627904225	0.000757461353476661	0.0122518539501252	0.0182934563344295	0.0182934563344295
YBR067C_mRNA	8.072961886513e-47	5.21782436598291e-44	-2.23893177577267	0.155814372933156	8.39691613913877	0.642584872102323	0.000275085198830745	0.018371672338219	0.0209682687621527	0.0209682687621527
YML123C_mRNA	1.09769119598111e-46	6.3852696870221e-44	-3.26119158748246	0.227293568421909	8.45722203138274	1.36816809596777	0.000407522139058331	0.044797048326161	0.0211537357716981	0.044797048326161
YAR071W_mRNA	4.46730155395315e-41	2.36239028539504e-38	-2.57267990253263	0.191669996456796	6.86550808551823	0.85488827576822	0.0106840216524769	0.0214611924465528	0.0161530897264983	0.0214611924465528
YLR413W_mRNA	1.59697603114585e-36	7.74134131097952e-34	-1.93192380048075	0.153059946870781	8.13115680641836	0.476499461509064	0.000348894082289104	0.0112690819272919	0.0201500348367864	0.0201500348367864
YOR153W_mRNA	5.48154857482687e-32	2.45278215844368e-29	-1.93000498562471	0.163957307058821	9.20073341366167	0.47820734745601	0.000100588336379939	0.0145905938674348	0.0234211603843531	0.0234211603843531
YOR273C_mRNA	1.26269758333634e-27	5.2465084587625e-25	-1.62775121441639	0.149448860015752	7.80083910324797	0.335254957562508	0.000409597731409092	0.00432497541988961	0.0191334938085977	0.0191334938085977
YBR093C_mRNA	2.02703394798399e-24	7.36953529713931e-22	-1.85065789836556	0.181475243643653	7.31948055517393	0.452816780139497	0.000700787316632521	0.0281158187319502	0.0176528339754375	0.0281158187319502
YPL019C_mRNA	2.02297249196856e-24	7.36953529713931e-22	-1.52512371915713	0.149550552288996	7.80255830830909	0.300448951473742	0.000430919864470209	0.0108841795392783	0.0191387768642305	0.0191387768642305
YKL109W_mRNA	5.07448552772832e-24	1.73636954792916e-21	-1.61905071607697	0.160170043648042	7.52334032546703	0.346906484815331	0.000584234192987561	0.0218634033289513	0.0182826861530957	0.0218634033289513
YGR035C_mRNA	1.22654707293102e-23	3.96379129068875e-21	-2.98273526693316	0.297634265224373	4.8602179162488	1.17852832595259	0.0102417960293226	0.0672710903268733	0.0231673265995519	0.0672710903268733
YPL095C_mRNA	2.77138672201147e-23	8.48481924312668e-21	-1.35847303366478	0.136658988831532	6.48446169855275	0.236686242765618	0.00155510544888054	0.00545086772849359	0.0147861138760192	0.0147861138760192
YGL162W_mRNA	9.67720566988389e-22	2.81461526908573e-19	-1.49037882090337	0.155567179378653	6.24684709192373	0.295804489199536	0.00226418867954975	0.0189118152078015	0.0141997566425921	0.0189118152078015
YIL011W_mRNA	2.422325610217e-21	6.70984194030108e-19	-1.34730420728293	0.142044808094797	5.79002104923389	0.235353833826722	0.00332838306261478	0.0065302483032307	0.0143262535057371	0.0143262535057371
YDR033W_mRNA	9.47852190292695e-21	2.50620735951482e-18	-2.6569914932711	0.28442220682128	8.34511383039831	0.943122468214187	0.00031926442776416	0.0704647283386867	0.0208088685438032	0.0704647283386867
YDR055W_mRNA	1.00371782920757e-19	2.5385333097828e-17	-1.30953287434014	0.144086060807057	7.23635751721712	0.228913371514604	0.000789506283474378	0.0161899595910055	0.0173761875205587	0.0173761875205587
YFR055W_mRNA	4.21018792378165e-19	1.00539766979787e-16	-1.3117191327132	0.146867604547653	6.91411789084741	0.231253455339906	0.00105437942321091	0.0178194521841591	0.0162992098067347	0.0178194521841591
YJR150C_mRNA	4.32094580452928e-19	1.00539766979787e-16	-2.27407052570957	0.254699914313715	4.17489937018091	0.675745557208984	0.0197895809252459	0.0144182089163449	0.0369734596322413	0.0369734596322413
YGR177C_mRNA	8.47246412744268e-19	1.89555091651285e-16	-1.37098944699487	0.154850701969296	5.82259171475572	0.252935562896698	0.00303033302733798	0.0179510643854978	0.0142214420418141	0.0179510643854978
YPL163C_mRNA	3.64368877726417e-18	7.85012504346137e-16	-1.57111774726251	0.180808608643462	6.97176043731908	0.33307018669009	0.000946733659100187	0.0276585501805362	0.0164812221184078	0.0276585501805362
YMR006C_mRNA	4.86069418063149e-18	1.00980921602619e-15	-1.51245819500035	0.174717465337074	7.35034240263043	0.308835868473323	0.000754627875476739	0.0259557907316084	0.0177520130045506	0.0259557907316084
YDR044W_mRNA	7.51115627343225e-18	1.50663434629501e-15	-1.30735427466625	0.151897381129159	7.77478467580057	0.230951510731439	0.000483724973844498	0.0197049876208153	0.019053444229067	0.0197049876208153
YDR399W_mRNA	1.06960588006506e-17	2.00706367881885e-15	-1.23628967254227	0.144321913767359	7.2790089416495	0.205395438955054	0.000705628218775332	0.0160289447070634	0.0175195847255136	0.0175195847255136
YKL043W_mRNA	1.03878482351543e-17	2.00706367881885e-15	-1.41380103385886	0.164979361764158	7.22024432502244	0.270267812773628	0.00079871877274795	0.0230171973093473	0.0173214361423812	0.0230171973093473
YPR149W_mRNA	1.15642218514627e-17	2.1021587034362e-15	-1.42068190914379	0.166021826759783	7.59278773948161	0.272964571091547	0.000559374140544218	0.0235584669500292	0.0184951947346937	0.0235584669500292
YBR034C_mRNA	4.39672992723984e-17	7.75023575356186e-15	-1.20404997655826	0.143308513655746	7.18787224873838	0.195573587040855	0.000759360069409708	0.0159899410126381	0.0172108037560321	0.0172108037560321
YGL255W_mRNA	6.88638215734205e-17	1.17817897086055e-14	-1.21122403109338	0.145074754980151	6.95622998122359	0.199167970086676	0.00101813700388884	0.0173977119620932	0.0164313617857189	0.0173977119620932
YMR056C_mRNA	1.29959925298283e-16	2.15993395845746e-14	1.42421921498562	0.172139944129781	5.16246936254112	0.273617850897969	0.00687418853867456	0.0165382498768747	0.0190539517807041	0.0190539517807041
YDR133C_mRNA	1.43907632938485e-16	2.32530750223103e-14	-1.13893923486206	0.137861824724722	6.57112300547964	0.175184301897456	0.00149551392564351	0.0137137119347818	0.0151346334512328	0.0151346334512328
YLL061W_mRNA	3.28224157977899e-16	5.16021601880389e-14	1.12491026901629	0.137814823003193	5.98531916729405	0.164242108413824	0.00274677011450049	0.00432815233979198	0.0138720396449757	0.0138720396449757
YJR010W_mRNA	1.79325152915607e-15	2.74509056450023e-13	1.09843184725609	0.138083006698265	5.96118494149157	0.164211730789443	0.0027782750624455	0.0128465012447142	0.0139052770840335	0.0139052770840335
YFR015C_mRNA	3.89580333810251e-15	5.81074051736982e-13	-1.9009356668014	0.241903606866817	8.52411428629348	0.495582567426093	0.000211684501126001	0.0509910011371525	0.0213593030425963	0.0509910011371525
YMR272C_mRNA	4.13537721131679e-15	6.01387230955744e-13	-1.14079847158128	0.145310656859634	7.36759308236589	0.166950515553732	0.000669428864898061	0.00431558783663801	0.0178063597574579	0.0178063597574579
YDL039C_mRNA	6.08910983957749e-15	8.63911022849323e-13	-2.53848086074318	0.325359162738192	7.51996854183491	0.884879573628198	0.000699438136369934	0.0919268235441152	0.0182723768376148	0.0919268235441152
YER124C_mRNA	7.4749279148541e-15	1.03527751620729e-12	-1.08119263277437	0.139039102948585	6.66040584311174	0.158068023110258	0.00140541998748018	0.0125313868878409	0.0155099681426736	0.0155099681426736
YIL169C_mRNA	1.25704636134132e-14	1.70052062416801e-12	-2.09473181431065	0.271686203851525	7.69584841748113	0.603847716758089	0.000636550379963027	0.0639501688128829	0.0188111057852788	0.0639501688128829
YHR092C_mRNA	3.25378065201801e-14	4.30164592108836e-12	-1.47592711436024	0.194513134403169	8.98119021458211	0.300671625454476	0.0001426988128532	0.0329632407105738	0.0227567202335806	0.0329632407105738
YER001W_mRNA	8.8817276962565e-14	1.14811133353609e-11	-1.48331372168014	0.198927611998173	6.53172616725164	0.304706595727045	0.00164416372040628	0.0329815067429775	0.0149704850058333	0.0329815067429775
