target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	607	92	13.0623
YDL245C_mRNA	1704	1405	112.563	6.90465
YBR232C_mRNA	360	61	16.6357	23.5036
YDR320W-B_mRNA	138	1.24372	0	0
YBR021W_mRNA	1902	1603	85	4.56991
YGR014W_mRNA	3921	3622	829	19.7255
YKL119C_mRNA	648	349	93	22.9657
YPR031W_mRNA	2247	1948	64	2.83148
YKL066W_mRNA	444	145	22	13.076
YJL076W_mRNA	3570	3271	669.542	17.6408
YPL174C_mRNA	2607	2308	104	3.88346
YIL003W_mRNA	882	583	97	14.3392
YML066C_mRNA	1110	811	55	5.84472
YMR129W_mRNA	4014	3715	381	8.83869
YBR140C_mRNA	9279	8980	652	6.25739
YGR242W_mRNA	309	13.0646	1	6.59668
YKR047W_mRNA	306	11.3524	50	379.582
YKL029C_mRNA	2010	1711	1608.56	81.0232
YLR154C-G_mRNA	150	1.28333	0	0
YPL028W_mRNA	1197	898	3468	332.832
YDL235C_mRNA	504	205	99	41.6201
YER091C_mRNA	2304	2005	4750	204.174
YMR121C_mRNA	615	316	333.913	91.0685
YDR356W_mRNA	2835	2536	108	3.67026
YDR337W_mRNA	861	562	199	30.5168
YKL008C_mRNA	1257	958	577	51.9077
YER055C_mRNA	894	595	2680	388.186
YFR004W_mRNA	921	622	1312	181.788
YDR108W_mRNA	2097	1798	212	10.1617
YDL200C_mRNA	567	268	51	16.4005
YJR134C_mRNA	2124	1825	479	22.6201
YMR135C_mRNA	1368	1069	1148	92.552
YGR012W_mRNA	1182	883	312	30.452
YNL244C_mRNA	327	28.091	418	1282.42
YCR024C-A_mRNA	123	1.20308	0	0
YOR027W_mRNA	1770	1471	1893	110.907
YBL101C_mRNA	3354	3055	1057	29.8185
YLL040C_mRNA	9435	9136	981	9.25411
YDR181C_mRNA	1446	1147	153	11.4961
YML116W-A_mRNA	303	9.89396	7	60.9747
YPR096C_mRNA	303	9.89396	0	0
YJL210W_mRNA	816	517	479	79.8485
YLR216C_mRNA	1116	817	1438.53	151.747
YGL118C_mRNA	438	139	0	0
YMR021C_mRNA	1254	955	147	13.2659
YNL079C_mRNA	600	301	1860	532.56
YBL058W_mRNA	1272	973	1283	113.641
YJR127C_mRNA	4143	3844	985	22.0838
YLR088W_mRNA	1845	1546	257	14.3267
YKL128C_mRNA	888	589	658	96.2792
YLR100W_mRNA	1044	745	845	97.7512
YKL106C-A_mRNA	120	1.19594	0	0
YBR080C_mRNA	2277	1978	649	28.2774
YOR292C_mRNA	930	631	290	39.6087
YNL219C_mRNA	1668	1369	403	25.3702
YPR179C_mRNA	1968	1669	159	8.21037
YOL062C_mRNA	1476	1177	1130	82.7416
YDR540C_mRNA	540	241	12	4.29127
YER087W_mRNA	1731	1432	154.775	9.31492
YOL140W_mRNA	1272	973	102	9.0346
YFL009W_mRNA	2340	2041	423.009	17.8619
YLL004W_mRNA	1851	1552	52	2.88758
YKL057C_mRNA	3114	2815	279	8.54176
YPL130W_mRNA	672	373	2	0.462107
YDL046W_mRNA	522	223	819	316.52
YPL072W_mRNA	1500	1201	126.465	9.07503
YPR150W_mRNA	522	223	8.67013	3.35075
YER180C_mRNA	804	505	87	14.8474
YGL157W_mRNA	1044	745	597	69.0621
YDR252W_mRNA	450	151	22	12.5565
YLR037C_mRNA	375	76	29	32.8856
YMR307W_mRNA	1680	1381	9140	570.393
YIL116W_mRNA	1158	859	505	50.6664
YAL040C_mRNA	1743	1444	315	18.8003
YGL232W_mRNA	870	571	155	23.3947
YHR181W_mRNA	687	388	222	49.3109
YBR051W_mRNA	351	52	8	13.2589
YPL259C_mRNA	1428	1129	295	22.519
YDR461C-A_mRNA	243	2.22021	0	0
YJL087C_mRNA	2484	2185	119	4.69372
YIR005W_mRNA	447	148	10	5.82318
YDL080C_mRNA	1830	1531	295	16.6061
YJL209W_mRNA	1965	1666	115	5.94901
YLR286C_mRNA	1689	1390	8274	513.006
YEL044W_mRNA	501	202	437	186.445
YOR371C_mRNA	2694	2395	139	5.00185
YLR071C_mRNA	3249	2950	263	7.68344
YBL050W_mRNA	879	580	497	73.8499
YOR025W_mRNA	1344	1045	270	22.2674
YHL001W_mRNA	417	118	1507.01	1100.67
YJR042W_mRNA	2235	1936	446	19.8541
YNL185C_mRNA	477	178	136	65.8477
YBR129C_mRNA	987	688	188	23.55
YKL145W_mRNA	1404	1105	2959	230.783
YIL015W_mRNA	1764	1465	285	16.766
YPL018W_mRNA	1110	811	64	6.80113
YLR160C_mRNA	1089	790	803	87.6012
YIL047C_mRNA	2709	2410	710.106	25.3938
YBL039C-A_mRNA	84	1.12925	0	0
YOR061W_mRNA	1020	721	827	98.8535
YJR005C-A_mRNA	282	4.5528	0	0
YLR352W_mRNA	2424	2125	277	11.2342
YDR068W_mRNA	933	634	303	41.1884
YJL128C_mRNA	2007	1708	576	29.0641
YPL228W_mRNA	1650	1351	274	17.479
YML036W_mRNA	546	247	68	23.7265
YKL114C_mRNA	1104	805	241	25.8014
YDR078C_mRNA	672	373	34	7.85583
YCR105W_mRNA	1086	787	91	9.96526
YJR083C_mRNA	930	631	105	14.3411
YDR248C_mRNA	582	283	107	32.5851
YPL199C_mRNA	723	424	405	82.3211
YNL136W_mRNA	1278	979	298	26.2334
YLL045C_mRNA	771	472	11184.6	2042.21
YOR316C-A_mRNA	210	1.66472	0	0
YNL264C_mRNA	1053	754	288	32.9187
YLR320W_mRNA	4365	4066	138	2.92505
YBR028C_mRNA	1578	1279	228	15.3634
YKL098W_mRNA	1074	775	420	46.7056
YBR063C_mRNA	1215	916	63	5.92744
YJL052C-A_mRNA	120	1.19594	0	0
YPR060C_mRNA	771	472	92	16.7984
YLL013C_mRNA	2640	2341	145	5.33812
YKR067W_mRNA	2232	1933	681	30.3625
YLR040C_mRNA	675	376	96	22.0042
YMR093W_mRNA	1542	1243	196	13.5896
YIL058W_mRNA	285	4.97562	1	17.3211
YHR136C_mRNA	447	148	404	235.256
YBR078W_mRNA	1290	991	6885	598.759
YCL054W_mRNA	2526	2227	284	10.9906
YIL072W_mRNA	1818	1519	48	2.72336
YOR231C-A_mRNA	201	1.57618	0	0
YCR016W_mRNA	873	574	108	16.2156
YEL020C_mRNA	1683	1384	419	26.0915
YPL025C_mRNA	558	259	6	1.99652
YDL136W_mRNA	363	64	1734.94	2336.29
YBR211C_mRNA	975	676	177	22.5657
YJL077W-A_mRNA	87	1.1337	0	0
YOR076C_mRNA	2244	1945	122	5.40583
YDR104C_mRNA	3738	3439	103	2.58123
YBR279W_mRNA	1338	1039	524	43.4648
YLR067C_mRNA	2898	2599	117	3.87973
YHR219W_mRNA	1875	1576	3443.83	188.325
YGR249W_mRNA	1371	1072	319	25.6459
YLR456W_mRNA	615	316	28	7.63647
YGR283C_mRNA	1026	727	231	27.3842
YDL027C_mRNA	1263	964	255	22.7974
YKR023W_mRNA	1593	1294	272	18.1158
YGR028W_mRNA	1089	790	247	26.9458
YCL001W-A_mRNA	462	163	2	1.05746
YDR052C_mRNA	2115	1816	276.447	13.1195
YFR035C_mRNA	345	46.0001	37	69.3209
YJL102W_mRNA	2460	2161	172	6.85955
YNL336W_mRNA	1146	847	239.35	24.354
YGL006W_mRNA	3522	3223	1567	41.9016
YDR217C_mRNA	3930	3631	250	5.93384
YMR194C-A_mRNA	225	1.85938	0	0
YKL033W_mRNA	3117	2818	138	4.22046
YOR223W_mRNA	879	580	402	59.7338
YOR032W-A_mRNA	201	1.57618	0	0
YBR260C_mRNA	2001	1702	241	12.2034
YLR359W_mRNA	1449	1150	3933	294.746
YHR062C_mRNA	882	583	253	37.4002
YDR022C_mRNA	591	292	91	26.8584
YDR459C_mRNA	1125	826	177	18.4678
YNL184C_mRNA	327	28.091	3	9.204
YDR293C_mRNA	3753	3454	2812	70.1641
YPL195W_mRNA	2799	2500	290	9.99723
YMR173W_mRNA	1293	994	3747.89	324.955
YDR374W-A_mRNA	270	3.39154	0	0
YAL007C_mRNA	648	349	294	72.6012
YGL235W_mRNA	537	238	11.5952	4.19876
YGL134W_mRNA	1302	1003	160	13.748
YER001W_mRNA	2289	1990	452	19.5752
YDR366C_mRNA	399	100	78.858	67.9622
YHR023W_mRNA	5787	5488	172	2.70107
YDR430C_mRNA	2970	2671	503	16.2299
YGR002C_mRNA	1431	1132	116	8.83148
YNL220W_mRNA	1302	1003	1837	157.845
YBR109W-A_mRNA	225	1.85938	0	0
YHR110W_mRNA	639	340	290	73.5091
YKL136W_mRNA	399	100	77.4636	66.7605
YLL067C_mRNA	3618	3319	19.2537	0.499953
YPL078C_mRNA	735	436	552	109.112
YBR073W_mRNA	2877	2578	422	14.1075
YPL119C_mRNA	1854	1555	156	8.64602
YOR135C_mRNA	342	43.0005	34	68.144
YPL212C_mRNA	1635	1336	331	21.3522
YGL179C_mRNA	1683	1384	321	19.989
YNL159C_mRNA	870	571	209	31.5451
YFR048W_mRNA	1989	1690	150	7.64938
YDR016C_mRNA	285	4.97562	3	51.9632
YKL215C_mRNA	3861	3562	293	7.08917
YML035C_mRNA	2433	2134	569	22.9795
YDL059C_mRNA	717	418	95	19.5871
YOR257W_mRNA	486	187	104	47.9307
YNL144C_mRNA	2223	1924	1003	44.9281
YIL172C_mRNA	1770	1471	98.6685	5.7808
YOR301W_mRNA	1308	1009	272	23.2327
YHR157W_mRNA	549	250	5	1.72366
YPR152C_mRNA	1398	1099	133	10.4298
YDR442W_mRNA	393	94	18.0907	16.5863
YPL008W_mRNA	2586	2287	153	5.76563
YMR086C-A_mRNA	339	40.0016	9	19.3904
YGL032C_mRNA	264	3.0155	0	0
YEL077C_mRNA	3834	3535	602.364	14.6856
YGR174W-A_mRNA	87	1.1337	0	0
YOR148C_mRNA	558	259	93	30.946
YHL048W_mRNA	1146	847	204.501	20.8082
YDR114C_mRNA	303	9.89396	0	0
YDR194W-A_mRNA	153	1.29441	0	0
YML062C_mRNA	1179	880	281	27.5198
YPR085C_mRNA	1332	1033	114	9.511
YBL095W_mRNA	813	514	237.603	39.8392
YAR028W_mRNA	705	406	182	38.6338
YGR054W_mRNA	1929	1630	743	39.2847
YOR096W_mRNA	573	274	3623.15	1139.61
YMR022W_mRNA	498	199	297	128.625
YCR027C_mRNA	630	331	79	20.5694
YDL183C_mRNA	963	664	29	3.76402
YJL225W-A_mRNA	483	184	7.76216	3.63569
YNL278W_mRNA	3183	2884	203	6.06628
YLR395C_mRNA	237	2.07881	0	0
YDR446W_mRNA	909	610	0	0
YKL023W_mRNA	834	535	222	35.7619
YPL106C_mRNA	2082	1783	6088	294.269
YOR366W_mRNA	354	55	1.47621	2.31316
YIR021W_mRNA	1092	793	206.913	22.4873
YJL175W_mRNA	513	214	37.5262	15.1127
YLL022C_mRNA	1158	859	365	36.6203
YDR441C_mRNA	546	247	112	39.0789
YPR002C-A_mRNA	198	1.55022	0	0
YOR299W_mRNA	2241	1942	610	27.0709
YLR047C_mRNA	2061	1762	83	4.0597
YMR082C_mRNA	357	58	1	1.48591
YEL023C_mRNA	2049	1750	135	6.64841
YDR411C_mRNA	1026	727	470	55.7167
YKL025C_mRNA	2040	1741	378	18.7118
YLR225C_mRNA	1224	925	500	46.5854
YPR029C_mRNA	2499	2200	615	24.0921
YDR088C_mRNA	1149	850	160	16.2227
YFL004W_mRNA	2487	2188	717	28.2419
YDR369C_mRNA	2565	2266	106	4.03151
YGL090W_mRNA	1266	967	98	8.73416
YLR297W_mRNA	390	91	21	19.8884
YDR094W_mRNA	336	37.0051	54	125.763
YNL027W_mRNA	2037	1738	404	20.0333
YAL064C-A_mRNA	381	82	11.4862	12.0721
YJL083W_mRNA	1815	1516	171	9.72117
YKL171W_mRNA	2787	2488	408	14.1329
YOR353C_mRNA	2376	2077	405	16.8051
YJR132W_mRNA	3147	2848	236	7.14157
YLR255C_mRNA	354	55	4	6.26786
YMR013W-A_mRNA	81	1.12496	0	0
YNL144W-A_mRNA	84	1.12925	0	0
YPL060W_mRNA	1242	943	38	3.47291
YNL333W_mRNA	897	598	115	16.5737
YCL038C_mRNA	1587	1288	331	22.148
YBL035C_mRNA	2118	1819	92	4.3589
YJL092W_mRNA	3525	3226	268	7.15966
YGL010W_mRNA	525	226	63	24.0245
YML076C_mRNA	2835	2536	285	9.6854
YDR379W_mRNA	3030	2731	507	15.9996
YDL029W_mRNA	1176	877	2129	209.217
YDR205W_mRNA	2175	1876	267	12.2659
YJL031C_mRNA	984	685	231	29.0632
YLR016C_mRNA	615	316	200	54.5462
YOL116W_mRNA	1149	850	273	27.68
YGR019W_mRNA	1416	1117	1021	78.7761
YKL096C-B_mRNA	150	1.28333	0	0
YMR137C_mRNA	1986	1687	68	3.47389
YLR034C_mRNA	1422	1123	310	23.7905
YOL041C_mRNA	1380	1081	197	15.7059
YDL198C_mRNA	903	604	595	84.8989
YPR076W_mRNA	375	76	49.4778	56.1072
YHR118C_mRNA	1308	1009	114	9.73723
YJL097W_mRNA	654	355	313	75.9867
YDL120W_mRNA	525	226	218	83.1323
YLR292C_mRNA	582	283	166	50.5526
YPR170W-B_mRNA	258	2.72269	0	0
YKR091W_mRNA	741	442	784	152.868
YPR016C_mRNA	738	439	1105	216.93
YNL103W_mRNA	2019	1720	545	27.308
YAL012W_mRNA	1185	886	3730	362.825
YJL148W_mRNA	702	403	197	42.1292
YER039C-A_mRNA	219	1.77302	0	0
YKL162C-A_mRNA	153	1.29441	0	0
YDR421W_mRNA	2853	2554	286	9.65088
YGL051W_mRNA	705	406	108.191	22.9662
YER058W_mRNA	324	25.1994	77	263.344
YNL243W_mRNA	2907	2608	2187	72.2708
YGL220W_mRNA	363	64	143	192.565
YDL186W_mRNA	834	535	121	19.4919
YER110C_mRNA	3342	3043	1141	32.3151
YLL027W_mRNA	753	454	559	106.115
YER135C_mRNA	393	94	3	2.75052
YOL060C_mRNA	2121	1822	996	47.1121
YCL051W_mRNA	1752	1453	829	49.1712
YBL049W_mRNA	417	118	24	17.5288
YOL102C_mRNA	693	394	116	25.3737
YGR065C_mRNA	1782	1483	303	17.6085
YMR292W_mRNA	417	118	53	38.7093
YBL021C_mRNA	435	136	127	80.4797
YPR026W_mRNA	3636	3337	374	9.65911
YLR421C_mRNA	471	172	259	129.776
YHR054W-A_mRNA	195	1.5258	0	0
YPR154W_mRNA	648	349	349	86.183
YAL058W_mRNA	1509	1210	222	15.8121
YDR119W-A_mRNA	201	1.57618	0	0
YJR055W_mRNA	495	196	14	6.15593
YMR273C_mRNA	2748	2449	434	15.2729
YHL008C_mRNA	1884	1585	280	15.2248
YNL212W_mRNA	2349	2050	423	17.7831
