target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	607	211	24.0528
YDL245C_mRNA	1704	1405	99.7835	4.91422
YBR232C_mRNA	360	61	42.6268	48.3532
YDR320W-B_mRNA	138	1.24372	0	0
YBR021W_mRNA	1902	1603	173	7.46767
YGR014W_mRNA	3921	3622	1144	21.855
YKL119C_mRNA	648	349	156	30.9294
YPR031W_mRNA	2247	1948	164	5.82542
YKL066W_mRNA	444	145	45	21.4742
YJL076W_mRNA	3570	3271	1348.58	28.5279
YPL174C_mRNA	2607	2308	326	9.77359
YIL003W_mRNA	882	583	243	28.841
YML066C_mRNA	1110	811	149	12.7127
YMR129W_mRNA	4014	3715	732	13.634
YBR140C_mRNA	9279	8980	1166	8.98452
YGR242W_mRNA	309	13.0646	2	10.5927
YKR047W_mRNA	306	11.3524	105	639.994
YKL029C_mRNA	2010	1711	1123.87	45.4505
YLR154C-G_mRNA	150	1.28333	0	0
YPL028W_mRNA	1197	898	5016	386.504
YDL235C_mRNA	504	205	206	69.5322
YER091C_mRNA	2304	2005	7396	255.244
YMR121C_mRNA	615	316	602.169	131.857
YDR356W_mRNA	2835	2536	447	12.1964
YDR337W_mRNA	861	562	452	55.6512
YKL008C_mRNA	1257	958	892	64.4276
YER055C_mRNA	894	595	1833	213.166
YFR004W_mRNA	921	622	2142	238.288
YDR108W_mRNA	2097	1798	382	14.701
YDL200C_mRNA	567	268	122	31.4991
YJR134C_mRNA	2124	1825	1438	54.5216
YMR135C_mRNA	1368	1069	1595	103.242
YGR012W_mRNA	1182	883	538	42.1594
YNL244C_mRNA	327	28.091	966	2379.49
YCR024C-A_mRNA	123	1.20308	0	0
YOR027W_mRNA	1770	1471	3059	143.893
YBL101C_mRNA	3354	3055	915	20.7244
YLL040C_mRNA	9435	9136	1409	10.6715
YDR181C_mRNA	1446	1147	448	27.0263
YML116W-A_mRNA	303	9.89396	13	90.9171
YPR096C_mRNA	303	9.89396	1	6.99363
YJL210W_mRNA	816	517	813	108.811
YLR216C_mRNA	1116	817	1597.29	135.28
YGL118C_mRNA	438	139	0	0
YMR021C_mRNA	1254	955	196	14.2012
YNL079C_mRNA	600	301	3533	812.175
YBL058W_mRNA	1272	973	1868	132.842
YJR127C_mRNA	4143	3844	1746	31.4292
YLR088W_mRNA	1845	1546	461	20.6331
YKL128C_mRNA	888	589	791	92.9252
YLR100W_mRNA	1044	745	1359	126.222
YKL106C-A_mRNA	120	1.19594	0	0
YBR080C_mRNA	2277	1978	1218	42.6082
YOR292C_mRNA	930	631	310	33.9942
YNL219C_mRNA	1668	1369	970	49.0276
YPR179C_mRNA	1968	1669	413	17.1225
YOL062C_mRNA	1476	1177	1187	69.7825
YDR540C_mRNA	540	241	29	8.32633
YER087W_mRNA	1731	1432	211.062	10.1986
YOL140W_mRNA	1272	973	166	11.805
YFL009W_mRNA	2340	2041	979.307	33.2008
YLL004W_mRNA	1851	1552	103	4.59217
YKL057C_mRNA	3114	2815	624	15.3384
YPL130W_mRNA	672	373	35	6.4928
YDL046W_mRNA	522	223	1052	326.425
YPL072W_mRNA	1500	1201	177.293	10.2146
YPR150W_mRNA	522	223	20.2865	6.2947
YER180C_mRNA	804	505	198	27.1298
YGL157W_mRNA	1044	745	919	85.3556
YDR252W_mRNA	450	151	25	11.4561
YLR037C_mRNA	375	76	60	54.6274
YMR307W_mRNA	1680	1381	10508	526.501
YIL116W_mRNA	1158	859	898	72.3362
YAL040C_mRNA	1743	1444	680	32.5847
YGL232W_mRNA	870	571	401	48.5938
YHR181W_mRNA	687	388	453	80.7865
YBR051W_mRNA	351	52	3	3.992
YPL259C_mRNA	1428	1129	565	34.628
YDR461C-A_mRNA	243	2.22021	0	0
YJL087C_mRNA	2484	2185	250	7.91701
