target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	607	204	23.7271
YDL245C_mRNA	1704	1405	162.399	8.1604
YBR232C_mRNA	360	61	22	25.4622
YDR320W-B_mRNA	138	1.24372	0	0
YBR021W_mRNA	1902	1603	210	9.24889
YGR014W_mRNA	3921	3622	1239	24.1505
YKL119C_mRNA	648	349	172	34.7942
YPR031W_mRNA	2247	1948	162	5.87124
YKL066W_mRNA	444	145	86	41.873
YJL076W_mRNA	3570	3271	1252.06	27.024
YPL174C_mRNA	2607	2308	245	7.49435
YIL003W_mRNA	882	583	217	26.2782
YML066C_mRNA	1110	811	106	9.2276
YMR129W_mRNA	4014	3715	738	14.025
YBR140C_mRNA	9279	8980	1248	9.81165
YGR242W_mRNA	309	13.0646	1	5.4039
YKR047W_mRNA	306	11.3524	77	478.86
YKL029C_mRNA	2010	1711	1529.91	63.1276
YLR154C-G_mRNA	150	1.28333	0	0
YPL028W_mRNA	1197	898	4444	349.383
YDL235C_mRNA	504	205	193	66.4672
YER091C_mRNA	2304	2005	7204	253.667
YMR121C_mRNA	615	316	486.584	108.711
YDR356W_mRNA	2835	2536	267	7.43303
YDR337W_mRNA	861	562	371	46.606
YKL008C_mRNA	1257	958	1013	74.6531
YER055C_mRNA	894	595	4012	476.045
YFR004W_mRNA	921	622	2046	232.23
YDR108W_mRNA	2097	1798	325	12.7614
YDL200C_mRNA	567	268	128	33.7193
YJR134C_mRNA	2124	1825	913	35.3193
YMR135C_mRNA	1368	1069	1794	118.481
YGR012W_mRNA	1182	883	434	34.7003
YNL244C_mRNA	327	28.091	667	1676.34
YCR024C-A_mRNA	123	1.20308	0	0
YOR027W_mRNA	1770	1471	3393	162.845
YBL101C_mRNA	3354	3055	1415	32.7001
YLL040C_mRNA	9435	9136	1639	12.6656
YDR181C_mRNA	1446	1147	338	20.8045
YML116W-A_mRNA	303	9.89396	11	78.4922
YPR096C_mRNA	303	9.89396	1	7.13565
YJL210W_mRNA	816	517	695	94.907
YLR216C_mRNA	1116	817	2152.68	186.021
YGL118C_mRNA	438	139	0	0
YMR021C_mRNA	1254	955	225	16.6335
YNL079C_mRNA	600	301	2713	636.337
YBL058W_mRNA	1272	973	2055	149.109
YJR127C_mRNA	4143	3844	1432	26.3005
YLR088W_mRNA	1845	1546	496	22.6504
YKL128C_mRNA	888	589	767	91.9356
YLR100W_mRNA	1044	745	1337	126.701
YKL106C-A_mRNA	120	1.19594	0	0
YBR080C_mRNA	2277	1978	1193	42.5812
YOR292C_mRNA	930	631	413	46.2088
YNL219C_mRNA	1668	1369	899	46.3618
YPR179C_mRNA	1968	1669	357	15.1013
YOL062C_mRNA	1476	1177	1591	95.4328
YDR540C_mRNA	540	241	50	14.6473
YER087W_mRNA	1731	1432	275.603	13.5876
YOL140W_mRNA	1272	973	176	12.7704
YFL009W_mRNA	2340	2041	864.511	29.9042
YLL004W_mRNA	1851	1552	131	5.95914
YKL057C_mRNA	3114	2815	754	18.9102
YPL130W_mRNA	672	373	4	0.757103
YDL046W_mRNA	522	223	1190	376.744
