target_id	b	se_b	pval	qval	Set	Single_Sample
ENST00000485493.1	4.24057421097967	1.60462494868801	0.00822430516599596	0.068732737275	Single_T2E	CPCG0345
ENST00000468474.5	4.01046239811959	1.81674598837006	0.0272793149072239	0.17424423593916	Single_T2E	CPCG0345
ENST00000473107.1	4.92686433929588	1.83558163968799	0.0072727760487261	0.068732737275	Single_T2E	CPCG0345
ENST00000492833.5	3.67703577797103	1.84935222216698	0.0467803882847756	0.241386803549442	Single_T2E	CPCG0345
ENST00000398905.5	8.62369180509117	2.62161894247141	0.00100382386652591	0.0161866598477304	Single_T2E	CPCG0345
ENST00000288319.12	3.20038017861403	1.24403190340168	0.0100941611260572	0.0723639164269485	Single_T2E	CPCG0345
ENST00000398907.5	3.34191967791228	1.20060784464352	0.00537720321212052	0.0578049345302956	Single_T2E	CPCG0345
ENST00000398652.7	-2.48509477987708	1.82159402120073	0.172491463744724	0.488280712838623	Single_T2E	CPCG0345
ENST00000481609.5	3.29404335458328	1.17407269992945	0.00502143691847001	0.0578049345302956	Single_T2E	CPCG0345
ENST00000398646.3	-1.62168207818325	1.38256443238063	0.240814949935147	0.611650091713689	Single_T2E	CPCG0345
ENST00000357985.6	-2.19851989307772	1.36531014789402	0.107338618467357	0.346167044557227	Single_T2E	CPCG0345
ENST00000469395.1	-2.37999002625956	1.26007618315194	0.0589230868640856	0.269585555575941	Single_T2E	CPCG0345
ENST00000479810.6	-1.63770235731845	1.4074988920261	0.24460440145903	0.611650091713689	Single_T2E	CPCG0345
ENST00000455867.5	-0.706176052645633	1.67542274453206	0.673396388034507	0.91736306615405	Single_T2E	CPCG0345
ENST00000488556.1	-1.96098786756472	1.32418109991639	0.138631597469668	0.425797049371124	Single_T2E	CPCG0345
ENST00000518236.1	-2.36736485031406	1.07990553963434	0.0283653407342819	0.17424423593916	Single_T2E	CPCG0345
ENST00000438852.1	-0.960370229497645	1.38817444589776	0.489048843872712	0.891080436371856	Single_T2E	CPCG0345
ENST00000398647.7	-1.54327137204548	0.922339428706909	0.0942851481253213	0.34019813081664	Single_T2E	CPCG0345
ENST00000328619.10	0.711786791999112	1.51659634475483	0.638832535718462	0.91736306615405	Single_T2E	CPCG0345
ENST00000495892.1	-0.647208171667634	1.5850004321572	0.683029126937151	0.917820389321796	Single_T2E	CPCG0345
ENST00000398897.5	3.16707953975271	0.893333884580651	0.000392261553837423	0.00843362340750459	Single_T2E	CPCG0345
ENST00000478268.1	-0.774334974628089	1.00029444078239	0.438867491129406	0.820491396459325	Single_T2E	CPCG0345
ENST00000482953.5	-1.07170050730163	1.04980341187807	0.30732158683171	0.707937226808761	Single_T2E	CPCG0345
ENST00000455813.1	-1.23324500157305	1.46971880018942	0.401411685652828	0.774822357915817	Single_T2E	CPCG0345
ENST00000459922.1	-0.428571113771228	1.23472706785282	0.72851780673116	0.930483139290294	Single_T2E	CPCG0345
ENST00000453032.6	2.26665258720003	0.799492502151828	0.0045809299701845	0.0578049345302956	Single_T2E	CPCG0345
ENST00000330714.8	-0.337496126084562	1.17416915027615	0.773780036967712	0.950482553236105	Single_T2E	CPCG0345
ENST00000380588.4	-0.5424954615398	1.13408250234528	0.632396661560562	0.91736306615405	Single_T2E	CPCG0345
ENST00000496759.1	-0.715914154404384	0.759957813716044	0.346169806323281	0.762324037596144	Single_T2E	CPCG0345
ENST00000416447.1	-1.19824538095279	0.726919619670789	0.0992731324991202	0.34019813081664	Single_T2E	CPCG0345
ENST00000446924.5	-1.21514226535842	1.85896213406791	0.513326346107052	0.891080436371856	Single_T2E	CPCG0345
ENST00000445668.5	-2.89891293797318	0.770821227841141	0.000169363375816442	0.0043695750960642	Single_T2E	CPCG0345
ENST00000493753.1	-0.349916732807465	1.8125124992558	0.846914973101764	0.950482553236105	Single_T2E	CPCG0345
ENST00000398585.7	-1.19994357000287	2.74413505155336	0.661911417526858	0.91736306615405	Single_T2E	CPCG0345
ENST00000648495.1	-0.332328275306139	1.26880079825967	0.793380707483891	0.950482553236105	Single_T2E	CPCG0345
ENST00000463138.1	-1.73095363578841	0.658022737098074	0.00852499066976745	0.068732737275	Single_T2E	CPCG0345
ENST00000380749.10	0.138870412691326	1.87294072765145	0.940894489617684	0.985818063693033	Single_T2E	CPCG0345
ENST00000480612.1	-0.820153529025251	1.23859350989742	0.507865349052812	0.891080436371856	Single_T2E	CPCG0345
ENST00000398632.3	-1.3410402812841	0.661239555176352	0.042553076975936	0.228722788745656	Single_T2E	CPCG0345
ENST00000424093.5	-1.43059901545665	0.865460363272367	0.0983325014550184	0.34019813081664	Single_T2E	CPCG0345
ENST00000398919.6	0.340894667718514	0.654652777008753	0.602557717240318	0.91736306615405	Single_T2E	CPCG0345
ENST00000487869.1	-1.19613526210205	1.92037542481298	0.533373026430141	0.905330531703793	Single_T2E	CPCG0345
ENST00000649100.1	-0.525489457202868	0.59902950280416	0.380359180257471	0.766661472706466	Single_T2E	CPCG0345
ENST00000473813.1	-0.484597938353279	1.10712627107227	0.661598026803319	0.91736306615405	Single_T2E	CPCG0345
ENST00000328735.10	-0.807304851731271	0.964182811549187	0.40242711612682	0.774822357915817	Single_T2E	CPCG0345
ENST00000413778.5	-0.686501499467314	1.0621642944672	0.518070021146428	0.891080436371856	Single_T2E	CPCG0345
ENST00000482733.1	-0.427189328408805	1.95690140326054	0.82719626942123	0.950482553236105	Single_T2E	CPCG0345
ENST00000484090.1	-0.995881117495402	1.22249302221214	0.415283370896851	0.787816983024908	Single_T2E	CPCG0345
ENST00000490860.1	-0.905300469412085	0.624322715099541	0.147043988734002	0.434412910036417	Single_T2E	CPCG0345
ENST00000330333.11	0.972601607213191	0.518342149417544	0.0606045047418782	0.269585555575941	Single_T2E	CPCG0345
ENST00000431390.5	1.00304065696021	0.896113441372313	0.263002237919743	0.61685979439358	Single_T2E	CPCG0345
ENST00000468506.5	-0.455097465430615	0.506883600689969	0.3692739136588	0.762324037596144	Single_T2E	CPCG0345
ENST00000474368.1	-0.303797607796464	1.23125617438809	0.805111044961731	0.950482553236105	Single_T2E	CPCG0345
ENST00000466787.1	-1.01205753329664	0.471158437037343	0.0317122025286994	0.185948823918283	Single_T2E	CPCG0345
ENST00000470108.5	-0.117582257690373	0.644691803537165	0.855280422460904	0.950482553236105	Single_T2E	CPCG0345
ENST00000442448.5	-0.0544216263173699	1.42570971122527	0.969550861225808	0.985818063693033	Single_T2E	CPCG0345
ENST00000437262.1	-0.0160184717659039	0.901161732510954	0.985818063693033	0.985818063693033	Single_T2E	CPCG0345
ENST00000463674.5	-0.471275316346799	0.415807745205815	0.257047507389293	0.61685979439358	Single_T2E	CPCG0345
ENST00000491564.1	-0.490453967858971	0.403430824810166	0.22409628260636	0.602258759504593	Single_T2E	CPCG0345
ENST00000481921.5	0.323098190448757	2.14013812247956	0.87999881421499	0.950482553236105	Single_T2E	CPCG0345
ENST00000454499.5	-0.547097852833627	0.402544877062611	0.174115603027726	0.488280712838623	Single_T2E	CPCG0345
ENST00000467565.1	-0.741067630437929	0.51248813483831	0.148171845283739	0.434412910036417	Single_T2E	CPCG0345
ENST00000380631.5	-0.672230425798194	0.386098423738623	0.0816685659925082	0.34019813081664	Single_T2E	CPCG0345
ENST00000347667.5	0.176933847468861	0.400676021882949	0.658787144575585	0.91736306615405	Single_T2E	CPCG0345
ENST00000494252.1	-0.45268584824229	0.490299774518382	0.355859318054722	0.762324037596144	Single_T2E	CPCG0345
ENST00000411828.5	-0.478305068398048	0.536109747282658	0.372297785802768	0.762324037596144	Single_T2E	CPCG0345
ENST00000650376.1	-0.998034177246641	0.596011059033105	0.0940278742967835	0.34019813081664	Single_T2E	CPCG0345
