target_id	b	se_b	pval	qval	Set	Single_Sample
ENST00000485493.1	4.29460160604237	1.42237143949234	0.0025333862848763	0.0226195204006813	Single_T2E	CPCG0258
ENST00000468474.5	4.56940686535772	1.7301297144133	0.00826427835881833	0.0469561270387405	Single_T2E	CPCG0258
ENST00000492833.5	4.54007566309526	1.78915702911882	0.0111631377181799	0.0606692267292385	Single_T2E	CPCG0258
ENST00000288319.12	4.29392134872356	1.46842686981784	0.00345382455029532	0.028781871252461	Single_T2E	CPCG0258
ENST00000398907.5	6.31050892076889	1.67672850507811	0.000167495290530096	0.00232632347958467	Single_T2E	CPCG0258
ENST00000398652.7	-3.43024625943436	1.98571177740276	0.0840843064844852	0.327620575381158	Single_T2E	CPCG0258
ENST00000398646.3	-2.19069179577464	2.4300895043589	0.367329946018462	0.7916593664191	Single_T2E	CPCG0258
ENST00000357985.6	-2.81953109480904	2.15857588128085	0.191484666440765	0.583794714758429	Single_T2E	CPCG0258
ENST00000469395.1	-1.23257045038486	1.88041632703157	0.512160416996281	0.891402788504592	Single_T2E	CPCG0258
ENST00000479810.6	-2.66212416272053	1.74321303368225	0.126727084971839	0.406176554396921	Single_T2E	CPCG0258
ENST00000455867.5	-1.05300160719882	1.52604458815636	0.490181478105619	0.888009924104381	Single_T2E	CPCG0258
ENST00000488556.1	-0.973584334149146	1.25227069049663	0.436890268272865	0.880827153775937	Single_T2E	CPCG0258
ENST00000518236.1	-3.41233364492201	1.47349670913418	0.0205688217900667	0.102844108950334	Single_T2E	CPCG0258
ENST00000438852.1	-1.13417304168408	1.5704423872474	0.470171699634641	0.888009924104381	Single_T2E	CPCG0258
ENST00000398647.7	-3.77718120476112	1.40486654492177	0.0071743619474395	0.0427045354014256	Single_T2E	CPCG0258
ENST00000328619.10	0.348806088308606	1.3246396305099	0.792302793246197	0.956276655295617	Single_T2E	CPCG0258
ENST00000495892.1	-0.577984642630516	1.43683827928633	0.687491625900343	0.942384345205269	Single_T2E	CPCG0258
ENST00000398897.5	5.25022035396277	1.16711369091921	6.84457889143595e-06	0.000142595393571582	Single_T2E	CPCG0258
ENST00000478268.1	-0.883304547463517	1.41916940315492	0.533672621926501	0.913822982750857	Single_T2E	CPCG0258
ENST00000482953.5	-0.654298675548656	1.40602872392805	0.641679199989641	0.939848492016267	Single_T2E	CPCG0258
ENST00000455813.1	0.102733070954609	1.25508785358872	0.93476337834563	0.981724318052085	Single_T2E	CPCG0258
ENST00000459922.1	-1.02414063365405	1.46364225137249	0.48410180928846	0.888009924104381	Single_T2E	CPCG0258
ENST00000453032.6	5.33865727480074	1.05335035738129	4.01461180110376e-07	1.25456618784493e-05	Single_T2E	CPCG0258
ENST00000330714.8	-0.449661211979351	0.889395172249006	0.613150892472725	0.939848492016267	Single_T2E	CPCG0258
ENST00000380588.4	-0.353123796610922	1.63829244472666	0.829343358655506	0.981724318052085	Single_T2E	CPCG0258
ENST00000496759.1	-1.29529482573605	1.15226010315457	0.260956158756259	0.69403233711771	Single_T2E	CPCG0258
ENST00000416447.1	-1.10334787369829	1.68842325212042	0.513448006178645	0.891402788504592	Single_T2E	CPCG0258
ENST00000446924.5	-0.505108992206627	0.851015011616416	0.55282175391211	0.918810664284034	Single_T2E	CPCG0258
ENST00000445668.5	-3.55639298032764	0.797890671583932	8.3020296862651e-06	0.000148250530111877	Single_T2E	CPCG0258
ENST00000493753.1	-0.88390973984974	1.78107051825545	0.619696849982341	0.939848492016267	Single_T2E	CPCG0258
