target_id	b	se_b	pval	qval	Set	Single_Sample
ENST00000485493.1	3.99233561848935	0.235065569509233	1.08017570931377e-64	1.18466110567569e-59	Full	
ENST00000468474.5	4.14690644217959	0.328394913239954	1.48361900602137e-36	5.42376490824605e-32	Full	
ENST00000473107.1	5.62817537178977	0.549883504667676	1.37889923329459e-24	3.78070039032793e-20	Full	
ENST00000492833.5	4.20391144937482	0.429299429044936	1.21268910760573e-22	1.90449424084825e-18	Full	
ENST00000398905.5	7.99228368231395	1.04545418425357	2.09277295304437e-14	7.65068960264116e-11	Full	
ENST00000288319.12	3.67840679181853	0.588942059417147	4.21670874780637e-10	5.58528089527568e-07	Full	
ENST00000398907.5	5.60904740879442	0.963942518951147	5.92500235131377e-09	6.13030927241165e-06	Full	
ENST00000398652.7	-2.89290064416159	0.507030206044762	1.15948601716702e-08	1.04233040951442e-05	Full	
ENST00000481609.5	3.46248232189508	0.616486506431032	1.94890109135248e-08	1.64416791839924e-05	Full	
ENST00000398646.3	-2.35867666171924	0.426876441044882	3.28676238078604e-08	2.3560071280258e-05	Full	
ENST00000357985.6	-2.60225484998075	0.571309498041765	5.24117192808941e-06	0.00123729753460189	Full	
ENST00000469395.1	-1.63902741077724	0.360269275213658	5.37860588176283e-06	0.00125241580227298	Full	
ENST00000479810.6	-2.09641158338495	0.47326941183784	9.43919399895316e-06	0.00185192258219533	Full	
ENST00000455867.5	-0.766168879573713	0.19600068374777	9.26746451680155e-05	0.00868709945257416	Full	
ENST00000488556.1	-1.36865257094526	0.368257011926948	0.000201946558926302	0.0141521309630188	Full	
ENST00000518236.1	-2.96618489200627	0.823235117269359	0.000314464418563309	0.0189127181598924	Full	
ENST00000438852.1	-0.858128265796105	0.26769391863947	0.00134766089473722	0.0450478553210959	Full	
ENST00000398647.7	-2.35028819833056	0.738164438393474	0.00145273621923901	0.0472985031761588	Full	
ENST00000328619.10	0.614962233972087	0.198741979643212	0.00197294870980733	0.0563616131861113	Full	
ENST00000495892.1	-0.592182750136565	0.195292516532431	0.00242709180557785	0.0633156917226667	Full	
ENST00000398897.5	3.08264577586448	1.05758680320872	0.00355925432387928	0.078891289301296	Full	
ENST00000478268.1	-0.572349413307892	0.23363332493876	0.0142944938711212	0.16753484401372	Full	
ENST00000482953.5	-0.935557379327862	0.39072635196077	0.016647326494816	0.18145122626376	Full	
ENST00000455813.1	-0.629291505705229	0.269025153297112	0.019327418206577	0.194986288011215	Full	
ENST00000459922.1	-0.763514081364455	0.33112941771934	0.0211225074884119	0.204680046278194	Full	
ENST00000453032.6	3.51472898999084	1.56446059635389	0.0246651191355076	0.221505398731623	Full	
ENST00000330714.8	-0.407632489403864	0.185024919133529	0.0275861435445083	0.23444646639118	Full	
ENST00000380588.4	-0.402629307737409	0.187225318656167	0.0315151542500165	0.251130048093137	Full	
ENST00000496759.1	-0.756394449902319	0.360986405390312	0.0361395006578626	0.269243085092709	Full	
ENST00000416447.1	-0.991684866549766	0.477771161914049	0.0379264972866534	0.275479098633742	Full	
ENST00000446924.5	-1.02738194272469	0.504792512896171	0.0418251305027326	0.28887760801223	Full	
ENST00000445668.5	-2.18272831290977	1.10434232724319	0.0480986159900823	0.308811585966532	Full	
ENST00000493753.1	-0.42391307380009	0.215031164384009	0.0486778028435124	0.310308816995674	Full	
ENST00000398585.7	-0.847843513361216	0.431369632644491	0.0493600142959727	0.312230986727547	Full	
ENST00000648495.1	-0.576679804053785	0.297081230603316	0.0522398518193442	0.321167176892367	Full	
ENST00000463138.1	-1.17188919408256	0.608563468128742	0.0541462531075498	0.326463773566748	Full	
ENST00000380749.10	0.329208739226461	0.180111878787622	0.0675793671973306	0.363239613811529	Full	
ENST00000480612.1	-0.792354172825736	0.436010177518167	0.0691736900554514	0.366869099543088	Full	
ENST00000398632.3	-0.629566608813408	0.349649346398946	0.0717713645995802	0.373688799360509	Full	
ENST00000424093.5	-0.853870825646348	0.496192098028037	0.0852785390882143	0.405091528821107	Full	
ENST00000380800.7	-3.1794754849347	1.86523649544528	0.0882697162753114	0.41217714450812	Full	
ENST00000398919.6	1.43419513010493	0.842254456710066	0.0886045601960183	0.412882481012786	Full	
ENST00000487869.1	-0.651857465667854	0.386476154171634	0.0916669577772162	0.419594331817382	Full	
ENST00000649100.1	-0.327823890887568	0.195333427590412	0.0932927441973903	0.422896499305672	Full	
ENST00000473813.1	-0.403967433877224	0.244307189961284	0.0982245721593925	0.433302071253372	Full	
ENST00000328735.10	-0.714361578436532	0.433713529730118	0.0995412727118721	0.435548391664502	Full	
ENST00000413778.5	-0.402188033663518	0.248120928055937	0.105031461059345	0.445848336735479	Full	
ENST00000482733.1	-0.390229418227207	0.246371879703393	0.113215555472109	0.459928496325243	Full	
