target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	607	153	18.7735
YDL245C_mRNA	1704	1405	123.519	6.54788
YBR232C_mRNA	360	61	28.175	34.4015
YDR320W-B_mRNA	138	1.24372	0	0
YBR021W_mRNA	1902	1603	129	5.99376
YGR014W_mRNA	3921	3622	1055	21.6944
YKL119C_mRNA	648	349	151	32.2251
YPR031W_mRNA	2247	1948	117	4.47343
YKL066W_mRNA	444	145	36	18.4917
YJL076W_mRNA	3570	3271	913.815	20.8075
YPL174C_mRNA	2607	2308	221	7.13181
YIL003W_mRNA	882	583	166	21.2072
YML066C_mRNA	1110	811	142	13.041
YMR129W_mRNA	4014	3715	574	11.5079
YBR140C_mRNA	9279	8980	822	6.81771
YGR242W_mRNA	309	13.0646	1	5.70095
YKR047W_mRNA	306	11.3524	90	590.473
YKL029C_mRNA	2010	1711	986.806	42.9561
YLR154C-G_mRNA	150	1.28333	0	0
YPL028W_mRNA	1197	898	4998	414.537
YDL235C_mRNA	504	205	169	61.4011
YER091C_mRNA	2304	2005	7043	261.629
YMR121C_mRNA	615	316	575.745	135.702
YDR356W_mRNA	2835	2536	230	6.75495
YDR337W_mRNA	861	562	307	40.686
YKL008C_mRNA	1257	958	824	64.0627
YER055C_mRNA	894	595	1637	204.916
YFR004W_mRNA	921	622	2014	241.164
YDR108W_mRNA	2097	1798	328	13.5871
YDL200C_mRNA	567	268	95	26.4017
YJR134C_mRNA	2124	1825	919	37.5056
YMR135C_mRNA	1368	1069	1710	119.141
YGR012W_mRNA	1182	883	555	46.814
YNL244C_mRNA	327	28.091	650	1723.42
YCR024C-A_mRNA	123	1.20308	0	0
YOR027W_mRNA	1770	1471	2345	118.734
YBL101C_mRNA	3354	3055	813	19.8209
YLL040C_mRNA	9435	9136	1298	10.5819
YDR181C_mRNA	1446	1147	320	20.7793
YML116W-A_mRNA	303	9.89396	15	112.918
YPR096C_mRNA	303	9.89396	0	0
YJL210W_mRNA	816	517	940	135.419
YLR216C_mRNA	1116	817	1417.35	129.211
YGL118C_mRNA	438	139	2	1.07166
YMR021C_mRNA	1254	955	224	17.4698
YNL079C_mRNA	600	301	2816	696.802
YBL058W_mRNA	1272	973	1615	123.624
YJR127C_mRNA	4143	3844	1598	30.9626
YLR088W_mRNA	1845	1546	364	17.5362
YKL128C_mRNA	888	589	854	107.991
YLR100W_mRNA	1044	745	1206	120.569
YKL106C-A_mRNA	120	1.19594	0	0
YBR080C_mRNA	2277	1978	840	31.6298
YOR292C_mRNA	930	631	368	43.4372
YNL219C_mRNA	1668	1369	778	42.3272
YPR179C_mRNA	1968	1669	269	12.0044
YOL062C_mRNA	1476	1177	1430	90.4905
YDR540C_mRNA	540	241	23	7.10811
YER087W_mRNA	1731	1432	209.055	10.8733
