target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	607	174	20.2067
YDL245C_mRNA	1704	1405	131.256	6.58533
YBR232C_mRNA	360	61	26	30.0454
YDR320W-B_mRNA	138	1.24372	0	0
YBR021W_mRNA	1902	1603	128	5.62875
YGR014W_mRNA	3921	3622	1301	25.32
YKL119C_mRNA	648	349	137	27.6713
YPR031W_mRNA	2247	1948	144	5.21085
YKL066W_mRNA	444	145	44	21.3904
YJL076W_mRNA	3570	3271	1244.51	26.8197
YPL174C_mRNA	2607	2308	228	6.96361
YIL003W_mRNA	882	583	140	16.9276
YML066C_mRNA	1110	811	113	9.82184
YMR129W_mRNA	4014	3715	741	14.0603
YBR140C_mRNA	9279	8980	1332	10.4559
YGR242W_mRNA	309	13.0646	4	21.5824
YKR047W_mRNA	306	11.3524	85	527.798
YKL029C_mRNA	2010	1711	1379.9	56.8505
YLR154C-G_mRNA	150	1.28333	0	0
YPL028W_mRNA	1197	898	4279	335.893
YDL235C_mRNA	504	205	169	58.1123
YER091C_mRNA	2304	2005	2555	89.828
YMR121C_mRNA	615	316	364.603	81.3332
YDR356W_mRNA	2835	2536	281	7.81074
YDR337W_mRNA	861	562	304	38.1305
YKL008C_mRNA	1257	958	995	73.2138
YER055C_mRNA	894	595	3113	368.805
YFR004W_mRNA	921	622	1842	208.754
YDR108W_mRNA	2097	1798	287	11.2519
YDL200C_mRNA	567	268	74	19.464
YJR134C_mRNA	2124	1825	871	33.6427
YMR135C_mRNA	1368	1069	1328	87.57
YGR012W_mRNA	1182	883	385	30.7351
YNL244C_mRNA	327	28.091	639	1603.5
YCR024C-A_mRNA	123	1.20308	0	0
YOR027W_mRNA	1770	1471	3164	151.621
YBL101C_mRNA	3354	3055	1050	24.2278
YLL040C_mRNA	9435	9136	1550	11.9594
YDR181C_mRNA	1446	1147	267	16.409
YML116W-A_mRNA	303	9.89396	7	49.8727
YPR096C_mRNA	303	9.89396	1	7.12467
YJL210W_mRNA	816	517	487	66.4008
YLR216C_mRNA	1116	817	1978.01	170.664
YGL118C_mRNA	438	139	1	0.507131
YMR021C_mRNA	1254	955	163	12.0315
YNL079C_mRNA	600	301	2644	619.199
YBL058W_mRNA	1272	973	1800	130.405
YJR127C_mRNA	4143	3844	1750	32.0915
YLR088W_mRNA	1845	1546	458	20.8829
YKL128C_mRNA	888	589	774	92.632
YLR100W_mRNA	1044	745	1272	120.356
YKL106C-A_mRNA	120	1.19594	0	0
YBR080C_mRNA	2277	1978	1090	38.845
YOR292C_mRNA	930	631	342	38.206
YNL219C_mRNA	1668	1369	637	32.7998
YPR179C_mRNA	1968	1669	293	12.375
YOL062C_mRNA	1476	1177	1314	78.6963
YDR540C_mRNA	540	241	29	8.48235
YER087W_mRNA	1731	1432	236.675	11.6505
YOL140W_mRNA	1272	973	123	8.91102
YFL009W_mRNA	2340	2041	805.252	27.8115
YLL004W_mRNA	1851	1552	108	4.90532
YKL057C_mRNA	3114	2815	604	15.1249
YPL130W_mRNA	672	373	16	3.02375
YDL046W_mRNA	522	223	912	288.287
YPL072W_mRNA	1500	1201	240.36	14.1076
YPR150W_mRNA	522	223	4.49919	1.42221
YER180C_mRNA	804	505	177	24.7068
YGL157W_mRNA	1044	745	1047	99.0662
YDR252W_mRNA	450	151	27	12.6044
YLR037C_mRNA	375	76	25	23.1879
YMR307W_mRNA	1680	1381	12276	626.611
