target_id	ext_gene	num_aggregated_transcripts	sum_mean_obs_counts	pval	qval
ENSG00000137310.12	TCF19	2	5.41496626992801	8.07714952785606e-61	1.23507693430447e-56
ENSG00000131002.12	TXLNGY	9	15.2489187092421	3.01848564603934e-59	2.30778320067938e-55
ENSG00000114374.13	USP9Y	7	16.6435331753003	1.41203696838186e-55	5.39786432088176e-52
ENSG00000198692.10	EIF1AY	3	8.32833238110153	1.35563153750047e-55	5.39786432088176e-52
ENSG00000012817.15	KDM5D	5	10.6434872930961	1.14025098098597e-45	3.48711555005128e-42
ENSG00000129824.16	RPS4Y1	3	10.2873540798043	2.51561742001017e-38	6.41105099489591e-35
ENSG00000067048.17	DDX3Y	6	11.070004194617	1.46061388662384e-36	3.19060670576645e-33
ENSG00000183878.15	UTY	5	10.1336275089561	9.48546321267831e-25	1.8130277248133e-21
ENSG00000129484.13	PARP2	7	21.9533944771114	8.00414876110814e-23	1.35990487451227e-19
ENSG00000067646.12	ZFY	3	6.7185585739269	3.22438093497428e-22	4.93040088766917e-19
ENSG00000099725.14	PRKY	1	3.97324267838327	3.85441849328057e-16	5.3579921073412e-13
ENSG00000165246.14	NLGN4Y	4	5.85399855260219	1.2454545790997e-10	1.58702049741779e-07
ENSG00000127022.15	CANX	7	23.6860900421351	4.92136783880833e-08	5.78866427870909e-05
ENSG00000211967.3	IGHV3-53	1	3.04510547265618	6.55603528703327e-08	7.1605953981447e-05
ENSG00000154620.6	TMSB4Y	1	1.81817557746509	2.13072528604837e-07	0.00021720613565977
ENSG00000134775.15	FHOD3	5	13.4057516012611	3.99690024265805e-07	0.000381978760065526
ENSG00000164142.16	FAM160A1	1	3.67636140801883	8.81552120135122e-07	0.000792930204058009
ENSG00000180828.2	BHLHE22	1	6.67597886038009	2.48932742856209e-06	0.00211468365056349
ENSG00000105971.15	CAV2	3	5.94364109399364	4.47846940992984e-06	0.00360422503932827
ENSG00000184368.16	MAP7D2	4	12.4163083586155	8.49609785953409e-06	0.00649569161850679
ENSG00000104267.10	CA2	2	6.76721879571965	2.18131146089915e-05	0.0151611061584586
ENSG00000127863.15	TNFRSF19	3	8.17036140287258	2.17696767698683e-05	0.0151611061584586
ENSG00000179934.6	CCR8	2	5.14317042718943	2.90111725772673e-05	0.0191978693874803
ENSG00000011201.12	ANOS1	1	2.31277108770356	3.01320296448582e-05	0.0191978693874803
ENSG00000153113.23	CAST	18	63.936167548035	3.56346760468002e-05	0.0217955932572649
ENSG00000283537.2	AC073264.3	3	6.35385859223112	4.73006041921359e-05	0.0278182130269981
ENSG00000175806.15	MSRA	1	1.32296510368062	6.54289281094515e-05	0.0370545829526527
ENSG00000022267.17	FHL1	1	1.62790454201884	0.000156911951576737	0.08569073755571
ENSG00000235750.10	KIAA0040	3	13.2588277445563	0.000195515440713284	0.103090572549891
ENSG00000126012.11	KDM5C	9	34.9425137902345	0.000203591144084323	0.10377040613978
