target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	607	359	25.991
YDL245C_mRNA	1704	1405	210.843	6.59479
YBR232C_mRNA	360	61	40.4637	29.151
YDR320W-B_mRNA	138	1.24372	0	0
YBR021W_mRNA	1902	1603	249	6.82627
YGR014W_mRNA	3921	3622	1950	23.6594
YKL119C_mRNA	648	349	263	33.1168
YPR031W_mRNA	2247	1948	283	6.38432
YKL066W_mRNA	444	145	113	34.2474
YJL076W_mRNA	3570	3271	2300.31	30.9046
YPL174C_mRNA	2607	2308	548	10.4343
YIL003W_mRNA	882	583	386	29.0962
YML066C_mRNA	1110	811	212	11.4877
YMR129W_mRNA	4014	3715	1257	14.8694
YBR140C_mRNA	9279	8980	1952	9.55259
YGR242W_mRNA	309	13.0646	5	16.8187
YKR047W_mRNA	306	11.3524	247	956.155
YKL029C_mRNA	2010	1711	1886.91	48.4638
YLR154C-G_mRNA	150	1.28333	0	0
YPL028W_mRNA	1197	898	8574	419.589
YDL235C_mRNA	504	205	337	72.2426
YER091C_mRNA	2304	2005	10786	236.409
YMR121C_mRNA	615	316	930.575	129.414
YDR356W_mRNA	2835	2536	713	12.3554
YDR337W_mRNA	861	562	703	54.9714
YKL008C_mRNA	1257	958	1560	71.561
YER055C_mRNA	894	595	2869	211.9
YFR004W_mRNA	921	622	3698	261.273
YDR108W_mRNA	2097	1798	659	16.1069
YDL200C_mRNA	567	268	174	28.532
YJR134C_mRNA	2124	1825	2371	57.0934
YMR135C_mRNA	1368	1069	3116	128.096
YGR012W_mRNA	1182	883	859	42.7514
YNL244C_mRNA	327	28.091	1072	1677.05
YCR024C-A_mRNA	123	1.20308	0	0
YOR027W_mRNA	1770	1471	5605	167.448
YBL101C_mRNA	3354	3055	1766	25.4037
YLL040C_mRNA	9435	9136	2752	13.2376
YDR181C_mRNA	1446	1147	822	31.4939
YML116W-A_mRNA	303	9.89396	36	159.901
YPR096C_mRNA	303	9.89396	0	0
YJL210W_mRNA	816	517	1503	127.757
YLR216C_mRNA	1116	817	2937.24	157.992
YGL118C_mRNA	438	139	0	0
YMR021C_mRNA	1254	955	399	18.3606
YNL079C_mRNA	600	301	6059	884.61
YBL058W_mRNA	1272	973	3490	157.627
YJR127C_mRNA	4143	3844	3488	39.8759
YLR088W_mRNA	1845	1546	891	25.3271
YKL128C_mRNA	888	589	1433	106.917
YLR100W_mRNA	1044	745	2584	152.424
YKL106C-A_mRNA	120	1.19594	0	0
YBR080C_mRNA	2277	1978	1894	42.0796
YOR292C_mRNA	930	631	576	40.1153
YNL219C_mRNA	1668	1369	1549	49.7239
YPR179C_mRNA	1968	1669	668	17.5889
YOL062C_mRNA	1476	1177	2181	81.4323
YDR540C_mRNA	540	241	53	9.66443
YER087W_mRNA	1731	1432	399.287	12.2535
YOL140W_mRNA	1272	973	260	11.743
YFL009W_mRNA	2340	2041	1626.11	35.0125
YLL004W_mRNA	1851	1552	174	4.92691
YKL057C_mRNA	3114	2815	1198	18.7023
YPL130W_mRNA	672	373	55	6.47994
YDL046W_mRNA	522	223	1878	370.091
YPL072W_mRNA	1500	1201	360.015	13.1733
YPR150W_mRNA	522	223	28.3066	5.57829
YER180C_mRNA	804	505	324	28.1949
YGL157W_mRNA	1044	745	1530	90.2511
YDR252W_mRNA	450	151	38	11.0592
YLR037C_mRNA	375	76	86	49.7282
YMR307W_mRNA	1680	1381	16484	524.549
YIL116W_mRNA	1158	859	1438	73.567
YAL040C_mRNA	1743	1444	1347	40.9938
YGL232W_mRNA	870	571	634	48.7945
YHR181W_mRNA	687	388	733	83.0213
YBR051W_mRNA	351	52	11	9.29623
YPL259C_mRNA	1428	1129	1029	40.0534
YDR461C-A_mRNA	243	2.22021	0	0
YJL087C_mRNA	2484	2185	460	9.25175
YIR005W_mRNA	447	148	51	15.1435
YDL080C_mRNA	1830	1531	750	21.528
YJL209W_mRNA	1965	1666	451	11.8965
YLR286C_mRNA	1689	1390	14305	452.262
YEL044W_mRNA	501	202	1748	380.284
YOR371C_mRNA	2694	2395	375	6.88087
YLR071C_mRNA	3249	2950	1148	17.1016
YBL050W_mRNA	879	580	1929	146.158
YOR025W_mRNA	1344	1045	620	26.0731
YHL001W_mRNA	417	118	2537.87	945.159
YJR042W_mRNA	2235	1936	1217	27.625
YNL185C_mRNA	477	178	320	79.0037
YBR129C_mRNA	987	688	654	41.7741
YKL145W_mRNA	1404	1105	8718	346.715
YIL015W_mRNA	1764	1465	454	13.6187
YPL018W_mRNA	1110	811	83	4.49754
YLR160C_mRNA	1089	790	3091	171.945
YIL047C_mRNA	2709	2410	1061.59	19.3579
YBL039C-A_mRNA	84	1.12925	0	0
YOR061W_mRNA	1020	721	2444	148.965
YJR005C-A_mRNA	282	4.5528	0	0
YLR352W_mRNA	2424	2125	891	18.4262
YDR068W_mRNA	933	634	979	67.8595
YJL128C_mRNA	2007	1708	1756	45.1808
YPL228W_mRNA	1650	1351	1015	33.0163
YML036W_mRNA	546	247	231	41.0991
YKL114C_mRNA	1104	805	908	49.5687
YDR078C_mRNA	672	373	235	27.687
YCR105W_mRNA	1086	787	192	10.7212
