target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	607	216	24.5222
YDL245C_mRNA	1704	1405	135.95	6.66803
YBR232C_mRNA	360	61	36.7771	41.5473
YDR320W-B_mRNA	138	1.24372	0	0
YBR021W_mRNA	1902	1603	183	7.86706
YGR014W_mRNA	3921	3622	1093	20.7954
YKL119C_mRNA	648	349	190	37.5165
YPR031W_mRNA	2247	1948	157	5.55399
YKL066W_mRNA	444	145	97	46.0997
YJL076W_mRNA	3570	3271	1346.85	28.3749
YPL174C_mRNA	2607	2308	382	11.4057
YIL003W_mRNA	882	583	297	35.1061
YML066C_mRNA	1110	811	178	15.1249
YMR129W_mRNA	4014	3715	729	13.5227
YBR140C_mRNA	9279	8980	1167	8.95549
YGR242W_mRNA	309	13.0646	1	5.27471
YKR047W_mRNA	306	11.3524	109	661.66
YKL029C_mRNA	2010	1711	1176.56	47.3871
YLR154C-G_mRNA	150	1.28333	0	0
YPL028W_mRNA	1197	898	5384	413.165
YDL235C_mRNA	504	205	242	81.3497
YER091C_mRNA	2304	2005	7522	258.532
YMR121C_mRNA	615	316	697.367	152.079
YDR356W_mRNA	2835	2536	308	8.36943
YDR337W_mRNA	861	562	503	61.6774
YKL008C_mRNA	1257	958	987	70.998
YER055C_mRNA	894	595	2001	231.753
YFR004W_mRNA	921	622	2294	254.154
YDR108W_mRNA	2097	1798	317	12.1497
YDL200C_mRNA	567	268	127	32.656
YJR134C_mRNA	2124	1825	1318	49.7677
YMR135C_mRNA	1368	1069	1903	122.675
YGR012W_mRNA	1182	883	616	48.0745
YNL244C_mRNA	327	28.091	765	1876.68
YCR024C-A_mRNA	123	1.20308	0	0
YOR027W_mRNA	1770	1471	3692	172.959
YBL101C_mRNA	3354	3055	881	19.8728
YLL040C_mRNA	9435	9136	1603	12.0913
YDR181C_mRNA	1446	1147	472	28.3578
YML116W-A_mRNA	303	9.89396	20	139.301
YPR096C_mRNA	303	9.89396	0	0
YJL210W_mRNA	816	517	1142	152.219
YLR216C_mRNA	1116	817	1964.07	165.665
YGL118C_mRNA	438	139	1	0.49577
YMR021C_mRNA	1254	955	262	18.9057
YNL079C_mRNA	600	301	3505	802.447
YBL058W_mRNA	1272	973	2224	157.513
YJR127C_mRNA	4143	3844	2095	37.5574
YLR088W_mRNA	1845	1546	514	22.9112
YKL128C_mRNA	888	589	1046	122.38
YLR100W_mRNA	1044	745	1704	157.619
YKL106C-A_mRNA	120	1.19594	0	0
YBR080C_mRNA	2277	1978	1132	39.438
YOR292C_mRNA	930	631	450	49.1448
YNL219C_mRNA	1668	1369	1098	55.2705
YPR179C_mRNA	1968	1669	377	15.5661
YOL062C_mRNA	1476	1177	1445	84.6031
YDR540C_mRNA	540	241	34	9.72202
YER087W_mRNA	1731	1432	257.39	12.3864
YOL140W_mRNA	1272	973	172	12.1818
YFL009W_mRNA	2340	2041	998.866	33.7255
YLL004W_mRNA	1851	1552	131	5.81667
YKL057C_mRNA	3114	2815	759	18.5805
YPL130W_mRNA	672	373	22	4.06451
YDL046W_mRNA	522	223	1371	423.67
YPL072W_mRNA	1500	1201	229.765	13.1837
YPR150W_mRNA	522	223	15.4795	4.78352
YER180C_mRNA	804	505	220	30.0211
YGL157W_mRNA	1044	745	989	91.4818
YDR252W_mRNA	450	151	42	19.1676
YLR037C_mRNA	375	76	42	38.0829
YMR307W_mRNA	1680	1381	9130	455.587
YIL116W_mRNA	1158	859	1066	85.5182
YAL040C_mRNA	1743	1444	932	44.4778
YGL232W_mRNA	870	571	413	49.8435
YHR181W_mRNA	687	388	508	90.225
YBR051W_mRNA	351	52	6	7.95138
YPL259C_mRNA	1428	1129	617	37.6605
YDR461C-A_mRNA	243	2.22021	0	0
YJL087C_mRNA	2484	2185	299	9.43006
YIR005W_mRNA	447	148	43	20.0217
YDL080C_mRNA	1830	1531	514	23.1357
YJL209W_mRNA	1965	1666	342	14.1464
YLR286C_mRNA	1689	1390	9788	485.259
YEL044W_mRNA	501	202	1275	434.964
YOR371C_mRNA	2694	2395	173	4.97777
YLR071C_mRNA	3249	2950	765	17.8704
YBL050W_mRNA	879	580	1330	158.022
YOR025W_mRNA	1344	1045	406	26.7735
YHL001W_mRNA	417	118	1977.04	1154.59
YJR042W_mRNA	2235	1936	747	26.5895
YNL185C_mRNA	477	178	185	71.622
YBR129C_mRNA	987	688	425	42.5692
YKL145W_mRNA	1404	1105	5245	327.098
YIL015W_mRNA	1764	1465	343	16.1343
YPL018W_mRNA	1110	811	55	4.67344
YLR160C_mRNA	1089	790	2072.75	180.807
YIL047C_mRNA	2709	2410	711.721	20.3511
YBL039C-A_mRNA	84	1.12925	0	0
YOR061W_mRNA	1020	721	1659	158.564
YJR005C-A_mRNA	282	4.5528	0	0
YLR352W_mRNA	2424	2125	543	17.609
YDR068W_mRNA	933	634	648	70.4337
YJL128C_mRNA	2007	1708	1168	47.1248
YPL228W_mRNA	1650	1351	666	33.9714
YML036W_mRNA	546	247	145	40.4544
YKL114C_mRNA	1104	805	576	49.3084
YDR078C_mRNA	672	373	152	28.0821
YCR105W_mRNA	1086	787	125	10.9454
YJR083C_mRNA	930	631	301	32.8724
YDR248C_mRNA	582	283	195	47.4835
YPL199C_mRNA	723	424	772	125.472
YNL136W_mRNA	1278	979	858	60.3948
YLL045C_mRNA	771	472	12998.8	1897.83
YOR316C-A_mRNA	210	1.66472	0	0
YNL264C_mRNA	1053	754	483	44.1439
YLR320W_mRNA	4365	4066	418	7.08441
YBR028C_mRNA	1578	1279	437	23.5454
YKL098W_mRNA	1074	775	716	63.6658
YBR063C_mRNA	1215	916	176.668	13.291
YJL052C-A_mRNA	120	1.19594	0	0
YPR060C_mRNA	771	472	236	34.456
YLL013C_mRNA	2640	2341	261	7.68305
YKR067W_mRNA	2232	1933	1251	44.5985
YLR040C_mRNA	675	376	120	21.9932
YMR093W_mRNA	1542	1243	197	10.9217
YIL058W_mRNA	285	4.97562	1	13.8499
YHR136C_mRNA	447	148	10	4.65621
YBR078W_mRNA	1290	991	9549	664.017
YCL054W_mRNA	2526	2227	416	12.8726
YIL072W_mRNA	1818	1519	86	3.90153
YOR231C-A_mRNA	201	1.57618	0	0
YCR016W_mRNA	873	574	234	28.093
YEL020C_mRNA	1683	1384	709	35.3024
YPL025C_mRNA	558	259	76	20.2213
YDL136W_mRNA	363	64	2617.61	2818.51
YBR211C_mRNA	975	676	320	32.6211
YJL077W-A_mRNA	87	1.1337	0	0
YOR076C_mRNA	2244	1945	348	12.3298
YDR104C_mRNA	3738	3439	362	7.25389
YBR279W_mRNA	1338	1039	973	64.5345
YLR067C_mRNA	2898	2599	278	7.37111
YHR219W_mRNA	1875	1576	10402.7	454.866
YGR249W_mRNA	1371	1072	402	25.842
YLR456W_mRNA	615	316	77	16.7918
YGR283C_mRNA	1026	727	273	25.8775
YDL027C_mRNA	1263	964	606	43.3202
YKR023W_mRNA	1593	1294	613	32.6453
YGR028W_mRNA	1089	790	528	46.0576
YCL001W-A_mRNA	462	163	4	1.69109
YDR052C_mRNA	2115	1816	1105.16	41.9378
YFR035C_mRNA	345	46.0001	52	77.9003
YJL102W_mRNA	2460	2161	296	9.43912
YNL336W_mRNA	1146	847	688.42	56.0099
YGL006W_mRNA	3522	3223	2704	57.8151
YDR217C_mRNA	3930	3631	696	13.2092
YMR194C-A_mRNA	225	1.85938	0	0
YKL033W_mRNA	3117	2818	240	5.86901
YOR223W_mRNA	879	580	633	75.2091
YOR032W-A_mRNA	201	1.57618	0	0
YBR260C_mRNA	2001	1702	486	19.6776
YLR359W_mRNA	1449	1150	2468	147.891
YHR062C_mRNA	882	583	243	28.7232
YDR022C_mRNA	591	292	195	46.02
YDR459C_mRNA	1125	826	370	30.8686
YNL184C_mRNA	327	28.091	3	7.35952
YDR293C_mRNA	3753	3454	4626	92.295
YPL195W_mRNA	2799	2500	878	24.2019
YMR173W_mRNA	1293	994	1575.06	109.195
YDR374W-A_mRNA	270	3.39154	0	0
YAL007C_mRNA	648	349	803	158.557
YGL235W_mRNA	537	238	1.84035	0.532867
YGL134W_mRNA	1302	1003	412	28.3068
YER001W_mRNA	2289	1990	228	7.89544
YDR366C_mRNA	399	100	534.72	368.486
YHR023W_mRNA	5787	5488	505	6.34121
YDR430C_mRNA	2970	2671	764	19.7112
YGR002C_mRNA	1431	1132	311	18.9325
YNL220W_mRNA	1302	1003	1561	107.25
YBR109W-A_mRNA	225	1.85938	0	0
YHR110W_mRNA	639	340	765	155.052
YKL136W_mRNA	399	100	140.22	96.628
YLL067C_mRNA	3618	3319	0	0
YPL078C_mRNA	735	436	1420	224.438
YBR073W_mRNA	2877	2578	1149	30.7137
YPL119C_mRNA	1854	1555	291	12.8961
YOR135C_mRNA	342	43.0005	90	144.233
YPL212C_mRNA	1635	1336	592	30.5358
YGL179C_mRNA	1683	1384	438	21.8088
YNL159C_mRNA	870	571	520	62.757
YFR048W_mRNA	1989	1690	435	17.7377
YDR016C_mRNA	285	4.97562	4	55.3997
YKL215C_mRNA	3861	3562	606	11.7239
YML035C_mRNA	2433	2134	645	20.8286
YDL059C_mRNA	717	418	203	33.4668
