target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	607	207	24.5001
YDL245C_mRNA	1704	1405	150.203	7.68049
YBR232C_mRNA	360	61	34.6035	40.7547
YDR320W-B_mRNA	138	1.24372	0	0
YBR021W_mRNA	1902	1603	182	8.1569
YGR014W_mRNA	3921	3622	1189	23.5842
YKL119C_mRNA	648	349	173	35.6129
YPR031W_mRNA	2247	1948	142	5.23705
YKL066W_mRNA	444	145	48	23.7827
YJL076W_mRNA	3570	3271	1170.7	25.7131
YPL174C_mRNA	2607	2308	277	8.62246
YIL003W_mRNA	882	583	212	26.1249
YML066C_mRNA	1110	811	142	12.5792
YMR129W_mRNA	4014	3715	719	13.9046
YBR140C_mRNA	9279	8980	1071	8.56841
YGR242W_mRNA	309	13.0646	4	21.9964
YKR047W_mRNA	306	11.3524	135	854.348
YKL029C_mRNA	2010	1711	1153	48.4133
YLR154C-G_mRNA	150	1.28333	0	0
YPL028W_mRNA	1197	898	5138	411.06
YDL235C_mRNA	504	205	201	70.4416
YER091C_mRNA	2304	2005	6814	244.16
YMR121C_mRNA	615	316	544.981	123.903
YDR356W_mRNA	2835	2536	350	9.9153
YDR337W_mRNA	861	562	362	46.2764
YKL008C_mRNA	1257	958	793	59.4696
YER055C_mRNA	894	595	1651	199.35
YFR004W_mRNA	921	622	2222	256.65
YDR108W_mRNA	2097	1798	330	13.1859
YDL200C_mRNA	567	268	117	31.3645
YJR134C_mRNA	2124	1825	1245	49.011
YMR135C_mRNA	1368	1069	1852	124.466
YGR012W_mRNA	1182	883	561	45.6446
YNL244C_mRNA	327	28.091	614	1570.32
YCR024C-A_mRNA	123	1.20308	0	0
YOR027W_mRNA	1770	1471	2732	133.43
YBL101C_mRNA	3354	3055	1044	24.5514
YLL040C_mRNA	9435	9136	1677	13.1875
YDR181C_mRNA	1446	1147	395	24.7412
YML116W-A_mRNA	303	9.89396	25	181.534
YPR096C_mRNA	303	9.89396	0	0
YJL210W_mRNA	816	517	917	127.428
YLR216C_mRNA	1116	817	1573.78	138.392
YGL118C_mRNA	438	139	0	0
YMR021C_mRNA	1254	955	263	19.7852
YNL079C_mRNA	600	301	3395	810.327
YBL058W_mRNA	1272	973	1816	134.088
YJR127C_mRNA	4143	3844	1970	36.8188
YLR088W_mRNA	1845	1546	454	21.0976
YKL128C_mRNA	888	589	917	111.851
YLR100W_mRNA	1044	745	1436	138.479
YKL106C-A_mRNA	120	1.19594	0	0
YBR080C_mRNA	2277	1978	1120	40.6798
YOR292C_mRNA	930	631	352	40.0775
YNL219C_mRNA	1668	1369	801	42.0355
YPR179C_mRNA	1968	1669	378	16.2713
YOL062C_mRNA	1476	1177	1403	85.6383
YDR540C_mRNA	540	241	32	9.53938
YER087W_mRNA	1731	1432	212.327	10.6524
YOL140W_mRNA	1272	973	188	13.8814
YFL009W_mRNA	2340	2041	897.861	31.6048
YLL004W_mRNA	1851	1552	101	4.67538
YKL057C_mRNA	3114	2815	675	17.2271
YPL130W_mRNA	672	373	23	4.43002
YDL046W_mRNA	522	223	1120	360.828
YPL072W_mRNA	1500	1201	183.248	10.9618
YPR150W_mRNA	522	223	24.3013	7.82909
YER180C_mRNA	804	505	166	23.6159
YGL157W_mRNA	1044	745	845	81.4868
YDR252W_mRNA	450	151	25	11.8946
YLR037C_mRNA	375	76	72	68.0622
YMR307W_mRNA	1680	1381	9779	508.731
YIL116W_mRNA	1158	859	795	66.4907
YAL040C_mRNA	1743	1444	627	31.1952
YGL232W_mRNA	870	571	330	41.5207
YHR181W_mRNA	687	388	385	71.2879
YBR051W_mRNA	351	52	6	8.28963
YPL259C_mRNA	1428	1129	506	32.1991
YDR461C-A_mRNA	243	2.22021	0	0
YJL087C_mRNA	2484	2185	266	8.74616
YIR005W_mRNA	447	148	29	14.0774
YDL080C_mRNA	1830	1531	504	23.6506
YJL209W_mRNA	1965	1666	241	10.3927
YLR286C_mRNA	1689	1390	8337	430.906
YEL044W_mRNA	501	202	1141	405.809
YOR371C_mRNA	2694	2395	229	6.86937
YLR071C_mRNA	3249	2950	679	16.5362
YBL050W_mRNA	879	580	1013	125.478
YOR025W_mRNA	1344	1045	313	21.5187
YHL001W_mRNA	417	118	1517.25	923.765
YJR042W_mRNA	2235	1936	656	24.3436
YNL185C_mRNA	477	178	146	58.9278
YBR129C_mRNA	987	688	340	35.504
YKL145W_mRNA	1404	1105	4807	312.535
YIL015W_mRNA	1764	1465	260	12.7504
YPL018W_mRNA	1110	811	58	5.138
YLR160C_mRNA	1089	790	1842.5	167.559
YIL047C_mRNA	2709	2410	722.214	21.5296
YBL039C-A_mRNA	84	1.12925	0	0
YOR061W_mRNA	1020	721	1475	146.975
YJR005C-A_mRNA	282	4.5528	0	0
YLR352W_mRNA	2424	2125	535	18.0876
YDR068W_mRNA	933	634	541	61.3049
YJL128C_mRNA	2007	1708	1065	44.797
YPL228W_mRNA	1650	1351	593	31.5345
YML036W_mRNA	546	247	112	32.5768
YKL114C_mRNA	1104	805	469	41.8566
YDR078C_mRNA	672	373	129	24.8467
YCR105W_mRNA	1086	787	123	11.2284
YJR083C_mRNA	930	631	225	25.6177
YDR248C_mRNA	582	283	134	34.0177
YPL199C_mRNA	723	424	630	106.748
YNL136W_mRNA	1278	979	732	53.7175
YLL045C_mRNA	771	472	12711.8	1934.87
YOR316C-A_mRNA	210	1.66472	0	0
YNL264C_mRNA	1053	754	506	48.2132
YLR320W_mRNA	4365	4066	350	6.18426
YBR028C_mRNA	1578	1279	277	15.5595
YKL098W_mRNA	1074	775	602	55.8061
YBR063C_mRNA	1215	916	137.682	10.7986
YJL052C-A_mRNA	120	1.19594	0	0
YPR060C_mRNA	771	472	191	29.0722
YLL013C_mRNA	2640	2341	342	10.4957
YKR067W_mRNA	2232	1933	1195	44.4143
YLR040C_mRNA	675	376	127	24.2663
YMR093W_mRNA	1542	1243	202	11.6753
YIL058W_mRNA	285	4.97562	3	43.3173
YHR136C_mRNA	447	148	16	7.76686
YBR078W_mRNA	1290	991	7964	577.357
YCL054W_mRNA	2526	2227	589	19.0012
YIL072W_mRNA	1818	1519	73	3.45265
YOR231C-A_mRNA	201	1.57618	0	0
YCR016W_mRNA	873	574	223	27.9113
YEL020C_mRNA	1683	1384	556	28.862
YPL025C_mRNA	558	259	81	22.4684
YDL136W_mRNA	363	64	1802.5	2023.4
YBR211C_mRNA	975	676	336	35.7092
YJL077W-A_mRNA	87	1.1337	0	0
YOR076C_mRNA	2244	1945	264	9.7515
YDR104C_mRNA	3738	3439	359	7.49979
YBR279W_mRNA	1338	1039	846	58.4981
YLR067C_mRNA	2898	2599	227	6.2749
YHR219W_mRNA	1875	1576	10952.7	499.288
YGR249W_mRNA	1371	1072	356	23.8585
YLR456W_mRNA	615	316	43	9.77616
YGR283C_mRNA	1026	727	280	27.6701
YDL027C_mRNA	1263	964	440	32.7916
YKR023W_mRNA	1593	1294	539	29.9255
YGR028W_mRNA	1089	790	422	38.3771
YCL001W-A_mRNA	462	163	5	2.20379
YDR052C_mRNA	2115	1816	833.878	32.9894
YFR035C_mRNA	345	46.0001	52	81.2141
YJL102W_mRNA	2460	2161	215	7.14777
YNL336W_mRNA	1146	847	415.445	35.2385
YGL006W_mRNA	3522	3223	2237	49.8646
YDR217C_mRNA	3930	3631	623	12.3268
YMR194C-A_mRNA	225	1.85938	0	0
YKL033W_mRNA	3117	2818	251	6.39911
YOR223W_mRNA	879	580	662	82.0006
YOR032W-A_mRNA	201	1.57618	0	0
YBR260C_mRNA	2001	1702	412	17.391
YLR359W_mRNA	1449	1150	2052	128.194
YHR062C_mRNA	882	583	244	30.0683
YDR022C_mRNA	591	292	170	41.8267
YDR459C_mRNA	1125	826	346	30.0942
YNL184C_mRNA	327	28.091	7	17.9027
YDR293C_mRNA	3753	3454	4004	83.2835
YPL195W_mRNA	2799	2500	691	19.8575
YMR173W_mRNA	1293	994	1578.33	114.077
YDR374W-A_mRNA	270	3.39154	0	0
YAL007C_mRNA	648	349	645	132.777
YGL235W_mRNA	537	238	2.74562	0.828803
YGL134W_mRNA	1302	1003	319	22.8495
YER001W_mRNA	2289	1990	186	6.71501
YDR366C_mRNA	399	100	332.177	238.647
YHR023W_mRNA	5787	5488	461	6.03495
YDR430C_mRNA	2970	2671	704	18.9359
YGR002C_mRNA	1431	1132	221	14.026
YNL220W_mRNA	1302	1003	1409	100.925
YBR109W-A_mRNA	225	1.85938	0	0
YHR110W_mRNA	639	340	605	127.839
YKL136W_mRNA	399	100	129.363	92.939
YLL067C_mRNA	3618	3319	30.4092	0.658242
YPL078C_mRNA	735	436	878	144.676
YBR073W_mRNA	2877	2578	966	26.9204
YPL119C_mRNA	1854	1555	273	12.613
YOR135C_mRNA	342	43.0005	54	90.221
YPL212C_mRNA	1635	1336	493	26.5111
YGL179C_mRNA	1683	1384	344	17.857
YNL159C_mRNA	870	571	354	44.5404
YFR048W_mRNA	1989	1690	371	15.7715
YDR016C_mRNA	285	4.97562	4	57.7564
YKL215C_mRNA	3861	3562	609	12.2832
YML035C_mRNA	2433	2134	561	18.8867
YDL059C_mRNA	717	418	175	30.078
YOR257W_mRNA	486	187	216	82.9849
YNL144C_mRNA	2223	1924	1127	42.0829
YIL172C_mRNA	1770	1471	188.439	9.20334
YOR301W_mRNA	1308	1009	416	29.6203
YHR157W_mRNA	549	250	23	6.6096
YPR152C_mRNA	1398	1099	288	18.827
YDR442W_mRNA	393	94	56.0504	42.8388
YPL008W_mRNA	2586	2287	323	10.1467
YMR086C-A_mRNA	339	40.0016	10	17.9601
YGL032C_mRNA	264	3.0155	0	0
YEL077C_mRNA	3834	3535	1739.27	35.348
YGR174W-A_mRNA	87	1.1337	0	0
YOR148C_mRNA	558	259	179	49.6524
YHL048W_mRNA	1146	847	459.46	38.9719
