target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	607	226	27.7536
YDL245C_mRNA	1704	1405	142.251	7.5471
YBR232C_mRNA	360	61	26	31.7719
YDR320W-B_mRNA	138	1.24372	0	0
YBR021W_mRNA	1902	1603	201	9.3468
YGR014W_mRNA	3921	3622	1387	28.5449
YKL119C_mRNA	648	349	159	33.9603
YPR031W_mRNA	2247	1948	206	7.88277
YKL066W_mRNA	444	145	102	52.4364
YJL076W_mRNA	3570	3271	1429.48	32.576
YPL174C_mRNA	2607	2308	345	11.1425
YIL003W_mRNA	882	583	242	30.9419
YML066C_mRNA	1110	811	192	17.6474
YMR129W_mRNA	4014	3715	720	14.4469
YBR140C_mRNA	9279	8980	1195	9.91955
YGR242W_mRNA	309	13.0646	5	28.5282
YKR047W_mRNA	306	11.3524	80	525.296
YKL029C_mRNA	2010	1711	1056.54	46.0296
YLR154C-G_mRNA	150	1.28333	0	0
YPL028W_mRNA	1197	898	4777	396.533
YDL235C_mRNA	504	205	273	99.268
YER091C_mRNA	2304	2005	7171	266.603
YMR121C_mRNA	615	316	583.41	137.622
YDR356W_mRNA	2835	2536	336	9.87621
YDR337W_mRNA	861	562	462	61.2782
YKL008C_mRNA	1257	958	1057	82.2451
YER055C_mRNA	894	595	1688	211.473
YFR004W_mRNA	921	622	2104	252.148
YDR108W_mRNA	2097	1798	392	16.2516
YDL200C_mRNA	567	268	134	37.2709
YJR134C_mRNA	2124	1825	1168	47.7068
YMR135C_mRNA	1368	1069	1761	122.795
YGR012W_mRNA	1182	883	587	49.5539
YNL244C_mRNA	327	28.091	870	2308.62
YCR024C-A_mRNA	123	1.20308	0	0
YOR027W_mRNA	1770	1471	2835	143.662
YBL101C_mRNA	3354	3055	882	21.5208
YLL040C_mRNA	9435	9136	1335	10.8924
YDR181C_mRNA	1446	1147	528	34.314
YML116W-A_mRNA	303	9.89396	8	60.2726
YPR096C_mRNA	303	9.89396	0	0
YJL210W_mRNA	816	517	916	132.07
YLR216C_mRNA	1116	817	1494.13	136.322
YGL118C_mRNA	438	139	0	0
YMR021C_mRNA	1254	955	281	21.9333
YNL079C_mRNA	600	301	2932	726.102
YBL058W_mRNA	1272	973	1926	147.552
YJR127C_mRNA	4143	3844	1906	36.9607
YLR088W_mRNA	1845	1546	568	27.3867
YKL128C_mRNA	888	589	822	104.03
YLR100W_mRNA	1044	745	1437	143.781
YKL106C-A_mRNA	120	1.19594	0	0
YBR080C_mRNA	2277	1978	1216	45.8255
YOR292C_mRNA	930	631	404	47.7257
YNL219C_mRNA	1668	1369	1153	62.7807
YPR179C_mRNA	1968	1669	425	18.9816
YOL062C_mRNA	1476	1177	1378	87.2716
YDR540C_mRNA	540	241	32	9.89768
YER087W_mRNA	1731	1432	250.285	13.0284
YOL140W_mRNA	1272	973	198	15.1689
YFL009W_mRNA	2340	2041	1039.6	37.9683
YLL004W_mRNA	1851	1552	117	5.61946
YKL057C_mRNA	3114	2815	855	22.6406
YPL130W_mRNA	672	373	41	8.19361
YDL046W_mRNA	522	223	1260	421.178
YPL072W_mRNA	1500	1201	265.175	16.4585
YPR150W_mRNA	522	223	17.0007	5.6828
YER180C_mRNA	804	505	246	36.3115
YGL157W_mRNA	1044	745	1013	101.357
YDR252W_mRNA	450	151	26	12.835
YLR037C_mRNA	375	76	87	85.3308
YMR307W_mRNA	1680	1381	10344	558.335
YIL116W_mRNA	1158	859	880	76.3642
YAL040C_mRNA	1743	1444	1012	52.2413
YGL232W_mRNA	870	571	399	52.0879
YHR181W_mRNA	687	388	425	81.6503
YBR051W_mRNA	351	52	7	10.0345
YPL259C_mRNA	1428	1129	678	44.7647
YDR461C-A_mRNA	243	2.22021	0	0
YJL087C_mRNA	2484	2185	300	10.2346
YIR005W_mRNA	447	148	41	20.6501
YDL080C_mRNA	1830	1531	527	25.6588
YJL209W_mRNA	1965	1666	305	13.6466
YLR286C_mRNA	1689	1390	9290	498.197
YEL044W_mRNA	501	202	1070	394.851
YOR371C_mRNA	2694	2395	174	5.41557
YLR071C_mRNA	3249	2950	905	22.8679
YBL050W_mRNA	879	580	1219	156.666
YOR025W_mRNA	1344	1045	331	23.6109
YHL001W_mRNA	417	118	1588.24	1003.31
YJR042W_mRNA	2235	1936	769	29.6088
YNL185C_mRNA	477	178	195	81.661
YBR129C_mRNA	987	688	433	46.9137
YKL145W_mRNA	1404	1105	4378	295.334
YIL015W_mRNA	1764	1465	303	15.4172
YPL018W_mRNA	1110	811	54	4.96333
YLR160C_mRNA	1089	790	1946.75	183.689
YIL047C_mRNA	2709	2410	785.474	24.2949
YBL039C-A_mRNA	84	1.12925	0	0
YOR061W_mRNA	1020	721	1589	164.282
YJR005C-A_mRNA	282	4.5528	0	0
YLR352W_mRNA	2424	2125	516	18.1005
YDR068W_mRNA	933	634	632	74.3067
YJL128C_mRNA	2007	1708	1150	50.1892
YPL228W_mRNA	1650	1351	612	33.7673
YML036W_mRNA	546	247	147	44.363
YKL114C_mRNA	1104	805	572	52.9664
YDR078C_mRNA	672	373	189	37.7705
YCR105W_mRNA	1086	787	141	13.355
YJR083C_mRNA	930	631	280	33.0772
YDR248C_mRNA	582	283	146	38.4562
YPL199C_mRNA	723	424	624	109.703
YNL136W_mRNA	1278	979	859	65.405
YLL045C_mRNA	771	472	13774.7	2175.41
YOR316C-A_mRNA	210	1.66472	0	0
YNL264C_mRNA	1053	754	547	54.0775
YLR320W_mRNA	4365	4066	464	8.5065
YBR028C_mRNA	1578	1279	396	23.0794
YKL098W_mRNA	1074	775	674	64.8274
YBR063C_mRNA	1215	916	185	15.0549
YJL052C-A_mRNA	120	1.19594	0	0
YPR060C_mRNA	771	472	258	40.7453
YLL013C_mRNA	2640	2341	258	8.21521
YKR067W_mRNA	2232	1933	1266	48.8205
YLR040C_mRNA	675	376	157	31.1252
YMR093W_mRNA	1542	1243	263	15.7719
YIL058W_mRNA	285	4.97562	1	14.9814
YHR136C_mRNA	447	148	17	8.56224
YBR078W_mRNA	1290	991	8711	655.231
YCL054W_mRNA	2526	2227	761	25.4721
YIL072W_mRNA	1818	1519	111	5.4471
YOR231C-A_mRNA	201	1.57618	0	0
YCR016W_mRNA	873	574	286	37.1411
YEL020C_mRNA	1683	1384	575	30.9693
YPL025C_mRNA	558	259	66	18.9952
YDL136W_mRNA	363	64	1815.24	2114.25
YBR211C_mRNA	975	676	409	45.1
YJL077W-A_mRNA	87	1.1337	0	0
YOR076C_mRNA	2244	1945	335	12.8388
YDR104C_mRNA	3738	3439	381	8.25835
YBR279W_mRNA	1338	1039	950	68.1567
YLR067C_mRNA	2898	2599	312	8.94847
YHR219W_mRNA	1875	1576	9978.73	471.976
YGR249W_mRNA	1371	1072	353	24.546
YLR456W_mRNA	615	316	65	15.333
YGR283C_mRNA	1026	727	297	30.4525
YDL027C_mRNA	1263	964	536	41.4465
YKR023W_mRNA	1593	1294	591	34.045
YGR028W_mRNA	1089	790	466	43.9703
YCL001W-A_mRNA	462	163	3	1.37194
