target_id	W	pval	qval	b	se_b
Q0045_mRNA	0.288028087026057	0.591486958280849	0.765585006378608	0.494344588428591	0.921111839020051
YBL071C_mRNA	0.470492367236264	0.492760743777492	0.69258106905281	-0.415450141706262	0.605679145254924
YBR099C_mRNA	0.309781220262966	0.57781446835184	0.756621640458024	-0.700339047337751	1.25829015308004
YBR124W_mRNA	0.00978282249204563	0.921211196448113	0.967504050160113	-0.0574319570599639	0.580659490811289
YCL001W-A_mRNA	1.42823233406721	0.23205313923446	0.445392315627432	0.953385063432344	0.797753857969747
YCL065W_mRNA	0.0607221110068174	0.805358233575599	0.904185185726942	0.157942003602752	0.640950089221461
YCR022C_mRNA	0.278757346300062	0.597516854962702	0.769258875952713	-0.35241686327088	0.667488089464524
YCR064C_mRNA	0.829604162750328	0.362387014439738	0.579719802797836	-0.532444420735752	0.584573089963511
YDL016C_mRNA	0.837049610243083	0.360241949345637	0.578829100753488	0.545493722330306	0.596230457796179
YDR014W-A_mRNA	0.131706652804936	0.7166690444588	0.847585965032519	0.254817872125355	0.7021437403155
YDR016C_mRNA	0.193772501610519	0.659795170393323	0.808928855879619	0.304042387524557	0.690697781690509
YDR112W_mRNA	0.549015299271115	0.458720321645498	0.665207211020865	-0.472341709892626	0.637476344996764
YDR157W_mRNA	0.382806788002685	0.536104905699269	0.724960042934239	-0.386683216835487	0.624979119391765
YDR509W_mRNA	1.53135237050827	0.215909591470295	0.427784175284842	-1.15511989919646	0.933446642451757
YEL075W-A_mRNA	0.672315276653733	0.412245559008682	0.624040460690453	-1.0786639452636	1.31552671740707
YEL076C_mRNA	1.12609160231956	0.288610545196567	0.51073993597608	-1.01921969940012	0.960463685650506
YER146W_mRNA	0.361032580495629	0.547933325290591	0.734953444660438	-0.360114529758816	0.599331972686988
YFL014W_mRNA	0.521051911999486	0.470393310919336	0.675055941711432	-0.465931883950734	0.64547872653879
YFL062W_mRNA	0.352350003924019	0.552785854964048	0.737907769056422	-0.797525547154254	1.34356123030043
YGL007W_mRNA	0.0544526080553737	0.815488994211416	0.909721891189356	0.140008333928228	0.599990736053619
YGL034C_mRNA	10.0135058345205	0.00155396433602329	0.00981921944583125	2.10025195557927	0.663709937386167
YGR259C_mRNA	0.709285328139148	0.399681167759298	0.612634932342336	-1.11576895076058	1.32484107274133
YHL018W_mRNA	0.019729371350351	0.888295542753839	0.949747793466399	-0.0859393270128529	0.611836419546921
YHL037C_mRNA	0.922505374449004	0.336818001511699	0.559062273502623	0.613129405670195	0.638362979184068
YHR130C_mRNA	0.664060037701641	0.415130245936097	0.627104783433519	0.526957218113668	0.646653577936489
YHR145C_mRNA	1.3207915148586	0.250450047922902	0.468655508360272	2.15833659688912	1.87802789887915
YHR193C-A_mRNA	0.8291498019071	0.362518487889126	0.57977106497024	-0.6667296978583	0.732206027218769
YIL012W_mRNA	0.292982590401579	0.588315525390168	0.763525514034224	0.357623173788734	0.660700667902731
YIL141W_mRNA	0.736984791521158	0.390628472167043	0.605393001471955	0.537059196831895	0.625594461412134
YIL176C_mRNA	1.85431987563983	0.173281802018987	0.372542065587987	1.01550832349996	0.74574639174382
YJL032W_mRNA	1.49262894301218	0.221809012103273	0.433256159636068	0.785445371421156	0.642895010867724
YJL119C_mRNA	0.114754789186462	0.73479448253778	0.86001337368081	-0.215508871183211	0.63617960534932
YJL223C_mRNA	1.85431987563983	0.173281802018987	0.372542065587987	1.01550832349996	0.74574639174382
YKL036C_mRNA	0.0023659544111934	0.961205333655308	0.986411175738139	0.0345874317325883	0.711074539818697
YKL044W_mRNA	5.30411510172853	0.0212751042707688	0.0856143084905818	-1.6402210451727	0.712190063273525
YKL097C_mRNA	0.97828740297288	0.322621984826395	0.545899703710559	0.603058929595176	0.609714497873468
YLR041W_mRNA	0.350012142824925	0.554106256391857	0.738512818519067	-0.387294500571021	0.654635834181995
YLR202C_mRNA	0.191483363750333	0.661684883801697	0.809883408364336	0.274753783648807	0.627882180489704
YLR235C_mRNA	0.312988922094336	0.575851828825724	0.75534068252393	-0.335011930252509	0.598819300957576
YLR255C_mRNA	0.00195993566212111	0.964688259623644	0.987409932618212	-0.0283022424178095	0.639292984986334
YLR282C_mRNA	0.0384963188822054	0.84444988051805	0.925867570687859	-0.131501175148304	0.670224087835125
YLR311C_mRNA	3.04938376770651	0.0807677832997701	0.222254339037735	1.14993121546783	0.658515226232312
YMR306C-A_mRNA	2.21193563216871	0.136946747174075	0.319193458010607	1.02059234886349	0.686224257286717
YMR320W_mRNA	9.16921115990953e-06	0.997583952963972	1	-0.00261174903349223	0.862512614557698
YNL184C_mRNA	0.836591790248675	0.360373343279462	0.578880706518607	-0.92268634890946	1.0087819342987
YNL303W_mRNA	0.0390790877950236	0.843292063545576	0.925524619212329	0.142912062900259	0.722930719116518
YOL024W_mRNA	0.124011534277517	0.724723736752954	0.85353748919541	0.223909879162608	0.635831757047934
YOL085C_mRNA	0.0745150552953781	0.784872848941685	0.892471447382794	0.175300177668126	0.642185273582582
YOR268C_mRNA	0.642578200388803	0.422778732616284	0.634385689625721	-0.520820234063177	0.649717933667678
YOR290C_mRNA	73.6250718992796	9.44572448696327e-18	5.73729369619613e-16	-5.84206960175638	0.680853792392026
YOR300W_mRNA	5.19571385025203e-05	0.994248794141033	1	0.00466252352715313	0.646842316794144
YOR318C_mRNA	2.34439504006697	0.125734364855149	0.301468839905339	0.90379738129346	0.590276755802978
YOR391C_mRNA	1.50492574955204	0.219915007670122	0.431759060513293	1.82168705661973	1.48496506295705
YPL033C_mRNA	0.163033769856717	0.686378619820918	0.827086946099561	-0.262822936914984	0.65091529795645
YPL205C_mRNA	1.30794147558964	0.25276770086876	0.471041375444468	-1.05333661227814	0.921028404330795
YPL280W_mRNA	0.123297236977431	0.725485523821602	0.853917256641857	-0.458519546338138	1.30581358312184
