target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
YAL019W_mRNA	0.0280865823840443	0.0692818979837116	-0.535140853508555	0.243680601275848	6.12317914201449	0.15716900245395	0.00208361313755798	0.0869867400196804	0.00773614472762102	0.0869867400196804
YAL061W_mRNA	2.37557695662294e-19	1.43567476943734e-17	-1.48357385596886	0.164944439968432	6.63752044687998	0.692945417766096	0.00154734671417063	0.0392626557005786	0.00726844386399841	0.0392626557005786
YBL017C_mRNA	0.0146967632833935	0.0409859301838351	0.220169431300786	0.0902420141907772	7.43424132488309	0.0243147188940436	0.000670887075192341	0.0115445446126203	0.00713041682702017	0.0115445446126203
YBL025W_mRNA	0.541177358758792	0.66540161758047	0.116144991935717	0.190079560806858	3.68380246240681	0.0468082523454249	0.0292123596682724	0.0242393335816033	0.0249829994865196	0.0249829994865196
YBL036C_mRNA	0.567930377083348	0.686902957707943	0.0534049276945728	0.0935120352048373	5.66192233694043	0.00511871934429741	0.00420025832288451	0.00112860849421384	0.00891649276934158	0.00891649276934158
YBL038W_mRNA	0.799031249044343	0.864929292044175	-0.0223713123308112	0.0878681075177903	5.75981839901461	0.00556860476529784	0.00295442715754916	0.00381865044329719	0.00862677932058778	0.00862677932058778
YBL045C_mRNA	0.334377635291555	0.473304392113301	0.114743699132203	0.118864268748414	7.07770838864066	0.0209042922092766	0.00091509523786589	0.020277976339777	0.00718549955769669	0.020277976339777
YBL053W_mRNA	0.177946307604974	0.295337752323479	0.286769647776505	0.212878413166486	3.92994791381681	0.0790517118164959	0.0219550352584653	0.0460207929299567	0.0214749492805158	0.0460207929299567
YBL062W_mRNA	0.130622589033542	0.231810276101658	0.515566858428893	0.341062024056594	3.38255041243365	0.102581968195596	0.144340253761158	-0.115791238083002	0.0301447026192129	0.0301447026192129
YBL077W_mRNA	0.917191797294217	0.948265782350919	0.00854363454713118	0.0821726830179036	6.1071368842079	0.00535550431824058	0.00235923158676525	0.00430777617680726	0.00776929316477604	0.00776929316477604
YBL078C_mRNA	0.0580588830118497	0.124300111492447	0.45172153783893	0.238343652470375	4.68091151764067	0.129384940331773	0.0112904250060146	0.073921120003364	0.0137837177282137	0.073921120003364
YBL091C_mRNA	0.796472938376347	0.863326453573609	-0.0202505583261422	0.0785165736812839	7.74936603040059	0.0075208483449342	0.000452551119916522	0.0087947273940562	0.00704396189751397	0.0087947273940562
YBL099W_mRNA	0.50845348504962	0.636855457732798	0.061767022355364	0.0934098125895296	8.0504267039424	0.0116150212208076	0.000322673832635665	0.0127654157993809	0.00696900841160789	0.0127654157993809
YBL104C_mRNA	0.99920508098078	0.999609669815663	8.84187097019508e-05	0.0887485517151285	5.75121385026878	0.00689717931648772	0.00316214682801784	0.00545932438589116	0.00865231131928141	0.00865231131928141
YBR041W_mRNA	0.335008357133436	0.473955843679873	-0.075602441871053	0.0784196735850357	6.57918420889712	0.00909429301127995	0.00141721726265754	0.00780725054511778	0.00727563970462696	0.00780725054511778
YBR055C_mRNA	0.0988742135478125	0.187305154114425	0.239865920761733	0.145343679632565	5.66987137573423	0.0426104402338227	0.00396454763382818	0.0277226301798726	0.00889328083041503	0.0277226301798726
YBR056W_mRNA	0.442775668189417	0.579753642087485	0.135776637972841	0.176904326645322	6.67560843786094	0.043084757568764	0.00135294278092641	0.0455897683978258	0.0072617123673694	0.0455897683978258
YBR059C_mRNA	8.87388059298278e-05	0.000540995351940617	0.368467660549711	0.0940092303921669	7.35947286384282	0.0513358075400061	0.000693014449089275	0.012563588649302	0.00715214444553764	0.012563588649302
YBR065C_mRNA	0.101035250417753	0.190684315112935	-0.346120749800221	0.211067856574195	3.85142575536052	0.0893994401272703	0.0227826953511479	0.0440417647670898	0.0225313757693494	0.0440417647670898
YBR067C_mRNA	2.85407464309659e-22	2.20397986328015e-20	-2.08136280913279	0.214449800133452	7.41081730362674	1.35480780310507	0.000856739297116503	0.0681263358687996	0.00713717588298565	0.0681263358687996
YBR079C_mRNA	0.000502871962541812	0.0024082412676421	-0.522485134282202	0.150172982910362	7.93594058708527	0.108959524419203	0.00032624817036112	0.0335016390239325	0.00699664339376894	0.0335016390239325
YBR084C-A_mRNA	7.27668386422555e-06	5.91496524635878e-05	-0.309297836529963	0.0689561083546474	8.4165504717214	0.0307267139497884	0.00024475603556164	0.00228920452088041	0.00688766128356518	0.00688766128356518
YBR085W_mRNA	4.46739672522515e-06	3.87499622344022e-05	-0.861717536933187	0.187805088160212	4.770286178757	0.265092035404098	0.00887046017661719	0.04403566653168	0.013108983905333	0.04403566653168
YBR103W_mRNA	0.0260570971748341	0.0652601172486837	0.183609580104114	0.0825078192185762	6.08870118832499	0.011625620603672	0.00240339814906794	-0.000513551609231256	0.00780791219923995	0.00780791219923995
YBR104W_mRNA	6.69218274059159e-08	8.65314791574168e-07	-0.537474580673388	0.0995462426697957	5.3179280209588	0.0896853448234669	0.00480033657596237	-0.00102325237289143	0.0100638450685484	0.0100638450685484
YBR107C_mRNA	0.764188127149585	0.839203236609065	0.0357313826512345	0.119110319644462	4.83298328267122	0.00848068415184981	0.00861101125072105	0.00151106954927789	0.0126698911179878	0.0126698911179878
YBR111W-A_mRNA	0.00636126344431655	0.0205154435907193	0.769780017997724	0.282120111950663	3.04915361564171	0.273278491913038	0.0623674462030343	0.0570201901475475	0.0371964560228243	0.0570201901475475
YBR121C_mRNA	7.21128338331377e-10	1.29891597885752e-08	-0.428427843272783	0.0695343753895077	8.10543075919195	0.0603277087998901	0.00029643734690648	0.00628179231869268	0.00695610669430697	0.00695610669430697
YBR142W_mRNA	0.0014176434045642	0.00578290339646145	-0.938393191960756	0.294071776923988	5.43047366019655	0.367948386795368	0.0052930936125844	0.124424221362263	0.00963693514136915	0.124424221362263
YBR146W_mRNA	0.000804127846476282	0.0035568423440001	-0.285597657741553	0.0852181817934668	5.92316713716178	0.0285839768789092	0.00272107989784449	0.00242163291049395	0.00817212786443205	0.00817212786443205
