target_id	W	pval	qval	b	se_b	mean_obs
YBR289W_mRNA	1.71077946542706	0.190884270075068	0.297011260064261	-0.118816702522199	0.0908407018538205	6.14753861428106
YDR073W_mRNA	10.0091085902023	0.00155767898376431	0.00571148960713581	0.22067955667878	0.0697532427596157	5.89505774140692
YFL049W_mRNA	3.37193899099747	0.0663156623512648	0.121578714310652	0.1296985674221	0.0706309951092236	6.44526982346166
YGR275W_mRNA	1.00590290846549	0.315886380078804	0.386083353429649	0.0792779548029604	0.0790450003733704	5.81096576888234
YHL025W_mRNA	26.5387584043403	2.58303414659554e-07	1.42066878062755e-06	0.416581056037508	0.0808647440268329	7.40630354037556
YJL176C_mRNA	0.666471760263347	0.414284423092568	0.455712865401825	0.0548224110714496	0.0671532839684549	6.40321064415293
YMR033W_mRNA	1.53069485641565	0.216008189137644	0.297011260064261	-0.100839067911852	0.0815050487046927	6.55430084252673
YNR023W_mRNA	4.22012930075848	0.0399471165163876	0.0878836563360528	0.141381014148609	0.0688221465137675	5.81039740101058
YPL016W_mRNA	66.0406709340435	4.41713621843602e-16	4.85884984027962e-15	0.545877368145937	0.0671721656977551	6.02782698811294
YPL129W_mRNA	0.259043908912386	0.610777764220868	0.610777764220868	-0.0420665634375229	0.0826514243042689	6.48091815061617
YPR034W_mRNA	5.85689256809006	0.0155161640267842	0.0426694510736565	0.200517364824556	0.0828549309229119	6.83520204342012
