target_id	W	pval	qval	b	se_b	mean_obs
YBR289W_mRNA	1.18384054062536	0.276575522460872	0.434618678152799	-0.150798725983526	0.138596118694995	6.06984408738361
YDR073W_mRNA	17.8301929721224	2.41520219412922e-05	0.000132836120677107	-0.401927357770442	0.0951852262089484	5.8472823977562
YFL049W_mRNA	6.5213026571252	0.0106589902714008	0.0390829643284698	0.370028482096688	0.144899863356268	6.29916616823336
YGR275W_mRNA	0.152125326906804	0.696512537672831	0.851293101600126	0.049737552759644	0.127521569888378	5.69077970703345
YHL025W_mRNA	1.60107803305003	0.205750504628765	0.377209258486068	0.122672827923784	0.0969487307078954	7.37996705260154
YJL176C_mRNA	6.00746676395407	0.0142454643775633	0.039175027038299	0.279935304407177	0.114212065349684	6.28453846166828
YMR033W_mRNA	0.0439531305232481	0.833940837447509	0.898142751894157	-0.0218789183555871	0.104359248073872	6.39787691927647
YNR023W_mRNA	5.33674209607921	0.0208804611203098	0.0459370144646816	0.22323169842727	0.0966312852112065	5.56703706357836
YPL016W_mRNA	21.3386988507304	3.84882925199942e-06	4.23371217719936e-05	0.432784598134514	0.093688833053564	5.88658935903349
YPL129W_mRNA	0.0163860125268239	0.898142751894157	0.898142751894157	-0.0275575083165613	0.215279812193205	6.37255577647932
YPR034W_mRNA	0.85649963021779	0.354720102674496	0.487740141177432	-0.101793995315991	0.109991359614237	6.77538670898625
