target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	607	280	26.7697
YDL245C_mRNA	1704	1405	174.244	7.19706
YBR232C_mRNA	360	61	31	29.4921
YDR320W-B_mRNA	138	1.24372	0	0
YBR021W_mRNA	1902	1603	231	8.36281
YGR014W_mRNA	3921	3622	1210	19.387
YKL119C_mRNA	648	349	193	32.0927
YPR031W_mRNA	2247	1948	167	4.97509
YKL066W_mRNA	444	145	87	34.8197
YJL076W_mRNA	3570	3271	1678.34	29.7765
YPL174C_mRNA	2607	2308	301	7.56841
YIL003W_mRNA	882	583	252	25.0845
YML066C_mRNA	1110	811	120	8.58686
YMR129W_mRNA	4014	3715	857	13.3874
YBR140C_mRNA	9279	8980	1576	10.1848
YGR242W_mRNA	309	13.0646	5	22.21
YKR047W_mRNA	306	11.3524	98	500.972
YKL029C_mRNA	2010	1711	2302.83	78.1064
YLR154C-G_mRNA	150	1.28333	0	0
YPL028W_mRNA	1197	898	5014	324.027
YDL235C_mRNA	504	205	196	55.4851
YER091C_mRNA	2304	2005	13836	400.47
YMR121C_mRNA	615	316	500.533	91.9219
YDR356W_mRNA	2835	2536	416	9.51958
YDR337W_mRNA	861	562	428	44.1958
YKL008C_mRNA	1257	958	1028	62.2732
YER055C_mRNA	894	595	4534	442.22
YFR004W_mRNA	921	622	2539	236.89
YDR108W_mRNA	2097	1798	395	12.7492
YDL200C_mRNA	567	268	102	22.0871
YJR134C_mRNA	2124	1825	1122	35.6783
YMR135C_mRNA	1368	1069	2087	113.297
YGR012W_mRNA	1182	883	431	28.3263
YNL244C_mRNA	327	28.091	768	1586.6
YCR024C-A_mRNA	123	1.20308	0	0
YOR027W_mRNA	1770	1471	6064	239.233
YBL101C_mRNA	3354	3055	2060	39.1318
YLL040C_mRNA	9435	9136	2279	14.4765
YDR181C_mRNA	1446	1147	417	21.0983
YML116W-A_mRNA	303	9.89396	14	82.1168
YPR096C_mRNA	303	9.89396	0	0
YJL210W_mRNA	816	517	708	79.4724
YLR216C_mRNA	1116	817	3124.28	221.923
YGL118C_mRNA	438	139	1	0.417502
YMR021C_mRNA	1254	955	256	15.5564
YNL079C_mRNA	600	301	4291	827.305
YBL058W_mRNA	1272	973	2445	145.828
YJR127C_mRNA	4143	3844	1868	28.2012
YLR088W_mRNA	1845	1546	574	21.5465
YKL128C_mRNA	888	589	912	89.8573
YLR100W_mRNA	1044	745	1625	126.582
YKL106C-A_mRNA	120	1.19594	0	0
YBR080C_mRNA	2277	1978	1442	42.3071
YOR292C_mRNA	930	631	364	33.4769
YNL219C_mRNA	1668	1369	839	35.5658
YPR179C_mRNA	1968	1669	378	13.1434
YOL062C_mRNA	1476	1177	1656	81.6503
YDR540C_mRNA	540	241	56	13.4848
YER087W_mRNA	1731	1432	350.173	14.191
YOL140W_mRNA	1272	973	186	11.0936
YFL009W_mRNA	2340	2041	1010.55	28.7336
YLL004W_mRNA	1851	1552	146	5.45928
YKL057C_mRNA	3114	2815	787	16.2245
YPL130W_mRNA	672	373	1	0.155584
YDL046W_mRNA	522	223	1107	288.082
YPL072W_mRNA	1500	1201	305.887	14.7806
YPR150W_mRNA	522	223	13.9904	3.64081
YER180C_mRNA	804	505	220	25.2816
YGL157W_mRNA	1044	745	1469	114.43
YDR252W_mRNA	450	151	27	10.3767
YLR037C_mRNA	375	76	29	22.1441
YMR307W_mRNA	1680	1381	12852	540.071
YIL116W_mRNA	1158	859	1169	78.976
YAL040C_mRNA	1743	1444	711	28.5743
YGL232W_mRNA	870	571	488	49.5972
YHR181W_mRNA	687	388	440	65.8104
YBR051W_mRNA	351	52	18	20.0883
YPL259C_mRNA	1428	1129	733	37.6777
YDR461C-A_mRNA	243	2.22021	0	0
YJL087C_mRNA	2484	2185	372	9.88019
YIR005W_mRNA	447	148	34	13.3319
YDL080C_mRNA	1830	1531	574	21.7576
YJL209W_mRNA	1965	1666	265	9.23091
YLR286C_mRNA	1689	1390	12290	513.111
YEL044W_mRNA	501	202	449	128.994
YOR371C_mRNA	2694	2395	292	7.0754
YLR071C_mRNA	3249	2950	744	14.6361
YBL050W_mRNA	879	580	1149	114.965
YOR025W_mRNA	1344	1045	513	28.4889
YHL001W_mRNA	417	118	1778.76	874.801
YJR042W_mRNA	2235	1936	936	28.0572
YNL185C_mRNA	477	178	239	77.9205
YBR129C_mRNA	987	688	357	30.113
YKL145W_mRNA	1404	1105	5497	288.694
YIL015W_mRNA	1764	1465	440	17.4297
YPL018W_mRNA	1110	811	119	8.5153
YLR160C_mRNA	1089	790	1240.5	91.1263
YIL047C_mRNA	2709	2410	1185.26	28.541
YBL039C-A_mRNA	84	1.12925	0	0
YOR061W_mRNA	1020	721	1425	114.697
YJR005C-A_mRNA	282	4.5528	0	0
YLR352W_mRNA	2424	2125	478	13.054
YDR068W_mRNA	933	634	838	76.7059
YJL128C_mRNA	2007	1708	1159	39.3794
YPL228W_mRNA	1650	1351	651	27.964
YML036W_mRNA	546	247	141	33.1281
YKL114C_mRNA	1104	805	606	43.6868
YDR078C_mRNA	672	373	71	11.0465
YCR105W_mRNA	1086	787	122	8.9962
YJR083C_mRNA	930	631	282	25.9354
YDR248C_mRNA	582	283	248	50.8556
YPL199C_mRNA	723	424	661	90.471
YNL136W_mRNA	1278	979	759	44.9918
YLL045C_mRNA	771	472	13927.4	1712.38
YOR316C-A_mRNA	210	1.66472	0	0
YNL264C_mRNA	1053	754	536	41.2541
YLR320W_mRNA	4365	4066	390	5.56636
YBR028C_mRNA	1578	1279	546	24.774
YKL098W_mRNA	1074	775	734	54.9627
YBR063C_mRNA	1215	916	173.038	10.9628
YJL052C-A_mRNA	120	1.19594	0	0
YPR060C_mRNA	771	472	242	29.7541
YLL013C_mRNA	2640	2341	428	10.61
YKR067W_mRNA	2232	1933	1519	45.6037
YLR040C_mRNA	675	376	120	18.5211
YMR093W_mRNA	1542	1243	442	20.636
YIL058W_mRNA	285	4.97562	0	0
YHR136C_mRNA	447	148	500	196.057
YBR078W_mRNA	1290	991	9547	559.071
YCL054W_mRNA	2526	2227	737	19.2053
YIL072W_mRNA	1818	1519	108	4.1261
YOR231C-A_mRNA	201	1.57618	0	0
YCR016W_mRNA	873	574	349	35.2848
YEL020C_mRNA	1683	1384	703	29.4777
YPL025C_mRNA	558	259	2	0.44813
YDL136W_mRNA	363	64	3334.13	3023.26
YBR211C_mRNA	975	676	306	26.2693
YJL077W-A_mRNA	87	1.1337	0	0
YOR076C_mRNA	2244	1945	330	9.84619
YDR104C_mRNA	3738	3439	278	4.69123
YBR279W_mRNA	1338	1039	1149	64.1768
YLR067C_mRNA	2898	2599	303	6.76566
YHR219W_mRNA	1875	1576	5122.71	188.633
YGR249W_mRNA	1371	1072	486	26.3097
YLR456W_mRNA	615	316	59	10.8352
YGR283C_mRNA	1026	727	303	24.187
YDL027C_mRNA	1263	964	674	40.5748
YKR023W_mRNA	1593	1294	641	28.7473
YGR028W_mRNA	1089	790	581	42.6799
YCL001W-A_mRNA	462	163	4	1.42412
YDR052C_mRNA	2115	1816	812.539	25.9658
YFR035C_mRNA	345	46.0001	31	39.109
YJL102W_mRNA	2460	2161	388	10.4196
YNL336W_mRNA	1146	847	630.103	43.172
YGL006W_mRNA	3522	3223	4445	80.036
YDR217C_mRNA	3930	3631	662	10.5805
YMR194C-A_mRNA	225	1.85938	0	0
