target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	607	309	28.6037
YDL245C_mRNA	1704	1405	140.1	5.60294
YBR232C_mRNA	360	61	30.9365	28.4967
YDR320W-B_mRNA	138	1.24372	0	0
YBR021W_mRNA	1902	1603	295	10.3405
YGR014W_mRNA	3921	3622	1368	21.2222
YKL119C_mRNA	648	349	209	33.6491
YPR031W_mRNA	2247	1948	305	8.79758
YKL066W_mRNA	444	145	100	38.7511
YJL076W_mRNA	3570	3271	1847.3	31.7329
YPL174C_mRNA	2607	2308	494	12.0266
YIL003W_mRNA	882	583	354	34.1183
YML066C_mRNA	1110	811	156	10.8083
YMR129W_mRNA	4014	3715	1013	15.3216
YBR140C_mRNA	9279	8980	1525	9.54214
YGR242W_mRNA	309	13.0646	3	12.9026
YKR047W_mRNA	306	11.3524	156	772.131
YKL029C_mRNA	2010	1711	1253.79	41.1745
YLR154C-G_mRNA	150	1.28333	0	0
YPL028W_mRNA	1197	898	6396	400.207
YDL235C_mRNA	504	205	283	77.5684
YER091C_mRNA	2304	2005	8833	247.54
YMR121C_mRNA	615	316	739.038	131.411
YDR356W_mRNA	2835	2536	663	14.6898
YDR337W_mRNA	861	562	635	63.4877
YKL008C_mRNA	1257	958	1304	76.4829
YER055C_mRNA	894	595	2203	208.041
YFR004W_mRNA	921	622	2881	260.259
YDR108W_mRNA	2097	1798	516	16.1255
YDL200C_mRNA	567	268	182	38.1583
YJR134C_mRNA	2124	1825	1909	58.7754
YMR135C_mRNA	1368	1069	2304	121.104
YGR012W_mRNA	1182	883	701	44.6077
YNL244C_mRNA	327	28.091	944	1888.24
YCR024C-A_mRNA	123	1.20308	0	0
YOR027W_mRNA	1770	1471	4697	179.416
YBL101C_mRNA	3354	3055	1149	21.133
YLL040C_mRNA	9435	9136	1808	11.1197
YDR181C_mRNA	1446	1147	726	35.5652
YML116W-A_mRNA	303	9.89396	23	130.62
YPR096C_mRNA	303	9.89396	0	0
YJL210W_mRNA	816	517	1168	126.942
YLR216C_mRNA	1116	817	2049.44	140.95
YGL118C_mRNA	438	139	1	0.404238
YMR021C_mRNA	1254	955	323	19.0043
YNL079C_mRNA	600	301	5268	983.403
YBL058W_mRNA	1272	973	2718	156.96
YJR127C_mRNA	4143	3844	2605	38.0782
YLR088W_mRNA	1845	1546	689	25.0416
YKL128C_mRNA	888	589	1116	106.464
YLR100W_mRNA	1044	745	1945	146.695
YKL106C-A_mRNA	120	1.19594	0	0
YBR080C_mRNA	2277	1978	1477	41.9572
YOR292C_mRNA	930	631	451	40.1605
YNL219C_mRNA	1668	1369	1316	54.0138
YPR179C_mRNA	1968	1669	544	18.3145
YOL062C_mRNA	1476	1177	1606	76.6693
YDR540C_mRNA	540	241	51	11.8906
YER087W_mRNA	1731	1432	326.505	12.8115
YOL140W_mRNA	1272	973	251	14.4948
YFL009W_mRNA	2340	2041	1231.15	33.8938
YLL004W_mRNA	1851	1552	170	6.15474
YKL057C_mRNA	3114	2815	1005	20.0604
YPL130W_mRNA	672	373	37	5.57372
YDL046W_mRNA	522	223	1458	367.371
YPL072W_mRNA	1500	1201	268.812	12.5765
YPR150W_mRNA	522	223	22.8895	5.76746
YER180C_mRNA	804	505	259	28.8178
YGL157W_mRNA	1044	745	1277	96.3135
YDR252W_mRNA	450	151	33	12.2797
YLR037C_mRNA	375	76	81	59.8858
YMR307W_mRNA	1680	1381	13435	546.634
YIL116W_mRNA	1158	859	1075	70.3182
YAL040C_mRNA	1743	1444	1059	41.208
YGL232W_mRNA	870	571	563	55.4019
YHR181W_mRNA	687	388	578	83.7044
YBR051W_mRNA	351	52	4	4.32224
YPL259C_mRNA	1428	1129	897	44.6427
YDR461C-A_mRNA	243	2.22021	0	0
YJL087C_mRNA	2484	2185	456	11.7264
YIR005W_mRNA	447	148	39	14.8066
