target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	607	275	29.2311
YDL245C_mRNA	1704	1405	153.375	7.04337
YBR232C_mRNA	360	61	34.1526	36.1239
YDR320W-B_mRNA	138	1.24372	0	0
YBR021W_mRNA	1902	1603	201	8.09028
YGR014W_mRNA	3921	3622	1391	24.7788
YKL119C_mRNA	648	349	217	40.1176
YPR031W_mRNA	2247	1948	214	7.08803
YKL066W_mRNA	444	145	106	47.1671
YJL076W_mRNA	3570	3271	1394.3	27.5029
YPL174C_mRNA	2607	2308	356	9.95211
YIL003W_mRNA	882	583	277	30.6558
YML066C_mRNA	1110	811	192	15.275
YMR129W_mRNA	4014	3715	808	14.0331
YBR140C_mRNA	9279	8980	1316	9.45541
YGR242W_mRNA	309	13.0646	2	9.87722
YKR047W_mRNA	306	11.3524	126	716.119
YKL029C_mRNA	2010	1711	1028.45	38.7822
YLR154C-G_mRNA	150	1.28333	0	0
YPL028W_mRNA	1197	898	6322	454.233
YDL235C_mRNA	504	205	284	89.3852
YER091C_mRNA	2304	2005	7941	255.542
YMR121C_mRNA	615	316	676.878	138.205
YDR356W_mRNA	2835	2536	416	10.5839
YDR337W_mRNA	861	562	457	52.4663
YKL008C_mRNA	1257	958	1236	83.2442
YER055C_mRNA	894	595	1871	202.889
YFR004W_mRNA	921	622	2495	258.81
YDR108W_mRNA	2097	1798	407	14.6051
YDL200C_mRNA	567	268	164	39.483
YJR134C_mRNA	2124	1825	1421	50.238
YMR135C_mRNA	1368	1069	2328	140.51
YGR012W_mRNA	1182	883	613	44.792
YNL244C_mRNA	327	28.091	737	1692.79
YCR024C-A_mRNA	123	1.20308	0	0
YOR027W_mRNA	1770	1471	3259	142.946
YBL101C_mRNA	3354	3055	1062	22.4292
YLL040C_mRNA	9435	9136	1689	11.9282
YDR181C_mRNA	1446	1147	542	30.4886
YML116W-A_mRNA	303	9.89396	20	130.425
YPR096C_mRNA	303	9.89396	0	0
YJL210W_mRNA	816	517	1245	155.374
YLR216C_mRNA	1116	817	1850.11	146.109
YGL118C_mRNA	438	139	1	0.46418
YMR021C_mRNA	1254	955	307	20.7413
YNL079C_mRNA	600	301	3919	840.059
YBL058W_mRNA	1272	973	2350	155.832
YJR127C_mRNA	4143	3844	2212	37.1281
YLR088W_mRNA	1845	1546	610	25.4578
YKL128C_mRNA	888	589	966	105.819
YLR100W_mRNA	1044	745	1684	145.843
YKL106C-A_mRNA	120	1.19594	0	0
YBR080C_mRNA	2277	1978	1342	43.7751
YOR292C_mRNA	930	631	495	50.6147
YNL219C_mRNA	1668	1369	1280	60.3264
YPR179C_mRNA	1968	1669	430	16.6231
YOL062C_mRNA	1476	1177	1694	92.862
