target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	607	163	24.0459
YDL245C_mRNA	1704	1405	230.138	14.6674
YBR232C_mRNA	360	61	36.0403	52.9055
YDR320W-B_mRNA	138	1.24372	0	0
YBR021W_mRNA	1902	1603	169	9.4405
YGR014W_mRNA	3921	3622	2817	69.6434
YKL119C_mRNA	648	349	65	16.6775
YPR031W_mRNA	2247	1948	281	12.9169
YKL066W_mRNA	444	145	88	54.3446
YJL076W_mRNA	3570	3271	1903.27	52.103
YPL174C_mRNA	2607	2308	353	13.6956
YIL003W_mRNA	882	583	176	27.0325
YML066C_mRNA	1110	811	130	14.3537
YMR129W_mRNA	4014	3715	1390	33.5041
YBR140C_mRNA	9279	8980	934	9.31349
YGR242W_mRNA	309	13.0646	4	27.4161
YKR047W_mRNA	306	11.3524	41	323.4
YKL029C_mRNA	2010	1711	2300.38	120.39
YLR154C-G_mRNA	150	1.28333	0	0
YPL028W_mRNA	1197	898	2263	225.658
YDL235C_mRNA	504	205	315	137.594
YER091C_mRNA	2304	2005	1141	50.9581
YMR121C_mRNA	615	316	400.574	113.511
YDR356W_mRNA	2835	2536	310	10.946
YDR337W_mRNA	861	562	440	70.1065
YKL008C_mRNA	1257	958	531	49.633
YER055C_mRNA	894	595	3391	510.332
YFR004W_mRNA	921	622	1633	235.092
YDR108W_mRNA	2097	1798	296	14.7416
YDL200C_mRNA	567	268	80	26.7299
YJR134C_mRNA	2124	1825	891	43.7176
YMR135C_mRNA	1368	1069	1208	101.188
YGR012W_mRNA	1182	883	538	54.5586
YNL244C_mRNA	327	28.091	686	2186.75
YCR024C-A_mRNA	123	1.20308	0	0
YOR027W_mRNA	1770	1471	3499	212.997
YBL101C_mRNA	3354	3055	756	22.1591
YLL040C_mRNA	9435	9136	923	9.04664
YDR181C_mRNA	1446	1147	317	24.7479
YML116W-A_mRNA	303	9.89396	6	54.3029
YPR096C_mRNA	303	9.89396	1	9.05048
YJL210W_mRNA	816	517	525	90.9307
YLR216C_mRNA	1116	817	1111.85	121.861
YGL118C_mRNA	438	139	1	0.644209
YMR021C_mRNA	1254	955	251	23.5349
YNL079C_mRNA	600	301	2700	803.228
YBL058W_mRNA	1272	973	2085	191.882
YJR127C_mRNA	4143	3844	2277	53.0422
YLR088W_mRNA	1845	1546	567	32.8409
YKL128C_mRNA	888	589	758	115.238
YLR100W_mRNA	1044	745	961	115.507
YKL106C-A_mRNA	120	1.19594	0	0
YBR080C_mRNA	2277	1978	1240	56.1355
YOR292C_mRNA	930	631	347	49.2427
YNL219C_mRNA	1668	1369	1065	69.6607
YPR179C_mRNA	1968	1669	405	21.729
YOL062C_mRNA	1476	1177	933	70.9818
YDR540C_mRNA	540	241	62	23.0365
YER087W_mRNA	1731	1432	229.243	14.3349
YOL140W_mRNA	1272	973	89	8.19066
YFL009W_mRNA	2340	2041	827.936	36.3241
YLL004W_mRNA	1851	1552	99	5.71196
YKL057C_mRNA	3114	2815	876	27.8655
YPL130W_mRNA	672	373	38	9.12256
YDL046W_mRNA	522	223	919	369.022
YPL072W_mRNA	1500	1201	448.461	33.4367
YPR150W_mRNA	522	223	0	0
YER180C_mRNA	804	505	396	70.2175
YGL157W_mRNA	1044	745	1248	150.003
YDR252W_mRNA	450	151	43	25.4996
YLR037C_mRNA	375	76	20	23.5645
YMR307W_mRNA	1680	1381	11186	725.309
YIL116W_mRNA	1158	859	640	66.7158
YAL040C_mRNA	1743	1444	2142	132.829
YGL232W_mRNA	870	571	239	37.4803
YHR181W_mRNA	687	388	314	72.4669
YBR051W_mRNA	351	52	7	12.0541
YPL259C_mRNA	1428	1129	789	62.5785
YDR461C-A_mRNA	243	2.22021	0	0
YJL087C_mRNA	2484	2185	401	16.4337
YIR005W_mRNA	447	148	20	12.1007
YDL080C_mRNA	1830	1531	523	30.5892
