target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
YBL085W_mRNA	3.28030932932331e-05	0.000761801754056207	0.613784674156464	0.14779025948297	7.50767335780962	0.0750854506661286	0.00066943741130046	0.0147016204569109	0.0175321965870692	0.0175321965870692
YBR147W_mRNA	0.681399078839717	0.87812560599701	-0.0727580776593453	0.177218957345086	5.00702456061216	0.0102908195123745	0.00680569506027839	0.00495496727504752	0.0193664373084543	0.0193664373084543
YCL057C-A_mRNA	0.47595204061912	0.761034552113744	0.39337332409552	0.551848671310117	5.29945463160184	0.228815066036155	0.00528419785251281	0.248496598836439	0.0166475574682511	0.248496598836439
YCR089W_mRNA	0.920516449614748	0.971817834212997	-0.0306252950155373	0.306918363392717	6.26008105659948	0.0629555726409076	0.00189795753165719	0.0766011106247295	0.013381082684689	0.0766011106247295
YDR273W_mRNA	0.00774492453763507	0.0629247057362061	0.474981397578312	0.178363806501717	5.02338905448881	0.0551553786183076	0.00732497093772174	0.0146177256590278	0.0191864019537632	0.0191864019537632
YDR397C_mRNA	0.000147233603968457	0.00285602624168571	-0.976175346660059	0.257179970464397	4.54270260025929	0.202914076043193	0.0154146882064245	0.0397032594669655	0.0253232043571352	0.0397032594669655
YDR444W_mRNA	0.215851046888821	0.51391631701133	0.178972705619772	0.14460851224276	5.80092036148748	0.0124913631333282	0.00313325721763332	0.00580777391634751	0.0142930942932538	0.0142930942932538
YER185W_mRNA	0.884273563075602	0.960439877660427	-0.047587727858997	0.326942307893725	3.45096933097961	0.0716382804343803	0.0389277071282727	0.0501483534474565	0.0470626579695423	0.0501483534474565
YGL194C_mRNA	0.973054870370478	0.990340947523705	-0.00622613723945899	0.184329947398605	4.89690983221412	0.0213705640490606	0.00766969389057277	0.0190354351738939	0.0206449140327378	0.0206449140327378
YGL215W_mRNA	0.121590753098778	0.382727547373245	-0.203457370946234	0.131421286242703	6.71407399889023	0.00873517185233255	0.00110661874109384	0.00118840820091457	0.0132863433236448	0.0132863433236448
YGR126W_mRNA	0.168058559412475	0.450554733179939	-0.583145458010034	0.423038526613012	2.72205658748986	0.0701490647416976	0.0783109598502462	-0.0614701758393186	0.0708237026488439	0.0708237026488439
YHL006C_mRNA	0.493760675201486	0.776023451839491	-0.187026457687907	0.273294760055109	4.11487978644424	0.0556231665616008	0.0181089082455366	0.0441327799824464	0.0323210541034927	0.0441327799824464
YIL042C_mRNA	0.300981490571962	0.611784712163314	0.140339423837939	0.135681359084493	6.44381777164078	0.0155554797825376	0.00154183393857927	0.0137993587306001	0.0132754385037393	0.0137993587306001
YIL151C_mRNA	0.676063288804039	0.874804703751194	-0.0560953315600292	0.134250387792354	6.42252605005871	0.00394875549717472	0.00173369048811332	0.00254669425359891	0.0132856150305512	0.0132856150305512
YJL216C_mRNA	0.944674601924818	0.979080387944265	0.0134052692439921	0.193171294403266	4.74361375297089	0.0160470493906935	0.00852645327266138	0.0114949207066422	0.0225695042118663	0.0225695042118663
YJR135C_mRNA	0.579367142536825	0.829612311893088	0.145037769064096	0.261654913917392	3.87033151344286	0.0122867234222881	0.0199190256647486	-0.00894311189836563	0.0371337193161829	0.0371337193161829
YKL153W_mRNA	0.359077064807062	0.666993381480581	-0.528049955173298	0.575766520683744	9.50144891040401	0.267477516753264	0.000136580663934549	0.276119324619619	0.0532003091074248	0.276119324619619
YKR081C_mRNA	0.709454301109166	0.888362924283668	0.0591510142917367	0.158756703811758	6.06737994607318	0.0173856010854064	0.00255568738422938	0.0184473884534158	0.0136417255124611	0.0184473884534158
YLR158C_mRNA	0.000230718455115057	0.0042268224162582	0.526224319209981	0.142888405336175	7.32544617167982	0.0597634032743446	0.000153762032921128	0.016860484950008	0.0159544213942799	0.016860484950008
YMR167W_mRNA	0.17180899757498	0.455395385534438	-0.220634771475668	0.16146990653594	5.29497450166054	0.0192646810457194	0.00504686965241675	0.00889237699137415	0.0166802392781875	0.0166802392781875
YMR220W_mRNA	0.00394572694137889	0.0391571244003604	-0.387114776418264	0.134299746250844	6.33552571611465	0.0325621321815865	0.00170482408067403	0.00777745570435865	0.0133255274551935	0.0133255274551935
YNL202W_mRNA	0.922468765688278	0.972354488648854	-0.0249757393469904	0.256623568783582	4.04980220230866	0.0348728686491351	0.021340903085627	0.0221202269849735	0.0335388102937245	0.0335388102937245
YNR030W_mRNA	0.660619994807162	0.868943146618712	-0.0600204968465151	0.136703096567051	6.24158550146894	0.00701022690234108	0.00217473513816785	0.00583753598107042	0.0133983787043493	0.0133983787043493
YOR160W_mRNA	0.718937343921679	0.892858385029892	-0.0513134815853571	0.142585226106574	5.92285451978489	0.00695029722518399	0.0029868896182806	0.00515242495644714	0.0139552326349384	0.0139552326349384
YPL256C_mRNA	0.154732264702068	0.43291681206384	-0.195139795428477	0.137131380884106	6.18426331299261	0.0140488484359211	0.00220899560110825	0.00741882749382052	0.0134618507515432	0.0134618507515432
