target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	607	152	25.5781
YDL245C_mRNA	1704	1405	91.7159	6.66778
YBR232C_mRNA	360	61	11	18.4194
YDR320W-B_mRNA	138	1.24372	0	0
YBR021W_mRNA	1902	1603	120	7.64647
YGR014W_mRNA	3921	3622	759	21.4046
YKL119C_mRNA	648	349	145	42.4381
YPR031W_mRNA	2247	1948	147	7.708
YKL066W_mRNA	444	145	52	36.631
YJL076W_mRNA	3570	3271	1146	35.7864
YPL174C_mRNA	2607	2308	248	10.9756
YIL003W_mRNA	882	583	212	37.1433
YML066C_mRNA	1110	811	81	10.2018
YMR129W_mRNA	4014	3715	569	15.6447
YBR140C_mRNA	9279	8980	865	9.83904
YGR242W_mRNA	309	13.0646	4	31.2735
YKR047W_mRNA	306	11.3524	62	557.852
YKL029C_mRNA	2010	1711	1097.36	65.5109
YLR154C-G_mRNA	150	1.28333	0	0
YPL028W_mRNA	1197	898	3659	416.197
YDL235C_mRNA	504	205	134	66.7673
YER091C_mRNA	2304	2005	4960	252.686
YMR121C_mRNA	615	316	479.804	155.092
YDR356W_mRNA	2835	2536	328	13.2111
YDR337W_mRNA	861	562	288	52.3443
YKL008C_mRNA	1257	958	646	68.8779
YER055C_mRNA	894	595	1281	219.91
YFR004W_mRNA	921	622	1507	247.478
YDR108W_mRNA	2097	1798	208	11.8164
YDL200C_mRNA	567	268	64	24.3926
YJR134C_mRNA	2124	1825	915	51.212
YMR135C_mRNA	1368	1069	1136	108.546
YGR012W_mRNA	1182	883	371	42.9167
YNL244C_mRNA	327	28.091	447	1625.38
YCR024C-A_mRNA	123	1.20308	0	0
YOR027W_mRNA	1770	1471	2899	201.302
YBL101C_mRNA	3354	3055	573	19.1583
YLL040C_mRNA	9435	9136	1166	13.0363
YDR181C_mRNA	1446	1147	308	27.4284
YML116W-A_mRNA	303	9.89396	11	113.563
YPR096C_mRNA	303	9.89396	0	0
YJL210W_mRNA	816	517	623	123.087
YLR216C_mRNA	1116	817	1432.72	179.123
YGL118C_mRNA	438	139	0	0
YMR021C_mRNA	1254	955	162	17.3271
YNL079C_mRNA	600	301	2534	859.911
YBL058W_mRNA	1272	973	1518	159.357
YJR127C_mRNA	4143	3844	1555	41.32
YLR088W_mRNA	1845	1546	325	21.4727
YKL128C_mRNA	888	589	776	134.574
YLR100W_mRNA	1044	745	1256	172.205
YKL106C-A_mRNA	120	1.19594	0	0
YBR080C_mRNA	2277	1978	807	41.6735
YOR292C_mRNA	930	631	222	35.9366
YNL219C_mRNA	1668	1369	654	48.7964
YPR179C_mRNA	1968	1669	285	17.4422
YOL062C_mRNA	1476	1177	862	74.8073
YDR540C_mRNA	540	241	18	7.62902
YER087W_mRNA	1731	1432	166.78	11.8964
YOL140W_mRNA	1272	973	142	14.9069
YFL009W_mRNA	2340	2041	649.617	32.5108
YLL004W_mRNA	1851	1552	79	5.19934
YKL057C_mRNA	3114	2815	519	18.8322
YPL130W_mRNA	672	373	14	3.83383
YDL046W_mRNA	522	223	696	318.799
YPL072W_mRNA	1500	1201	133.237	11.3317
YPR150W_mRNA	522	223	14.8858	6.81835
YER180C_mRNA	804	505	135	27.3058
YGL157W_mRNA	1044	745	600	82.2637
YDR252W_mRNA	450	151	18	12.1761
YLR037C_mRNA	375	76	33	44.352
YMR307W_mRNA	1680	1381	6862	507.54
YIL116W_mRNA	1158	859	617	73.3677
YAL040C_mRNA	1743	1444	730	51.6379
YGL232W_mRNA	870	571	293	52.4137
YHR181W_mRNA	687	388	317	83.4528
YBR051W_mRNA	351	52	1	1.96431
YPL259C_mRNA	1428	1129	436	39.4462
YDR461C-A_mRNA	243	2.22021	0	0
YJL087C_mRNA	2484	2185	224	10.4715
YIR005W_mRNA	447	148	33	22.7754
YDL080C_mRNA	1830	1531	347	23.1509
YJL209W_mRNA	1965	1666	175	10.7294
YLR286C_mRNA	1689	1390	6160	452.667
YEL044W_mRNA	501	202	875	442.456
YOR371C_mRNA	2694	2395	143	6.09879
YLR071C_mRNA	3249	2950	565	19.5632
YBL050W_mRNA	879	580	755	132.963
YOR025W_mRNA	1344	1045	207	20.2333
YHL001W_mRNA	417	118	1158.87	1003.15
YJR042W_mRNA	2235	1936	565	29.8096
YNL185C_mRNA	477	178	114	65.4181
YBR129C_mRNA	987	688	259	38.4525
YKL145W_mRNA	1404	1105	3838	354.777
YIL015W_mRNA	1764	1465	228	15.8968
YPL018W_mRNA	1110	811	32	4.03035
YLR160C_mRNA	1089	790	1272.75	164.562
YIL047C_mRNA	2709	2410	539.759	22.8768
YBL039C-A_mRNA	84	1.12925	0	0
YOR061W_mRNA	1020	721	1004	142.237
