target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	607	111	18.0861
YDL245C_mRNA	1704	1405	85.8062	6.04024
YBR232C_mRNA	360	61	16.6263	26.9573
YDR320W-B_mRNA	138	1.24372	0	0
YBR021W_mRNA	1902	1603	96	5.9231
YGR014W_mRNA	3921	3622	769	20.9986
YKL119C_mRNA	648	349	100	28.3391
YPR031W_mRNA	2247	1948	85	4.3156
YKL066W_mRNA	444	145	44	30.0121
YJL076W_mRNA	3570	3271	631.079	19.0816
YPL174C_mRNA	2607	2308	100	4.28525
YIL003W_mRNA	882	583	100	16.9646
YML066C_mRNA	1110	811	58	7.07325
YMR129W_mRNA	4014	3715	397	10.5692
YBR140C_mRNA	9279	8980	653	7.19198
YGR242W_mRNA	309	13.0646	0	0
YKR047W_mRNA	306	11.3524	43	374.623
YKL029C_mRNA	2010	1711	1240.88	71.7283
YLR154C-G_mRNA	150	1.28333	0	0
YPL028W_mRNA	1197	898	2914	320.941
YDL235C_mRNA	504	205	103	49.693
YER091C_mRNA	2304	2005	4312	212.704
YMR121C_mRNA	615	316	297.126	92.9962
YDR356W_mRNA	2835	2536	104	4.05598
YDR337W_mRNA	861	562	225	39.5966
YKL008C_mRNA	1257	958	582	60.0854
YER055C_mRNA	894	595	2534	421.213
YFR004W_mRNA	921	622	1224	194.627
YDR108W_mRNA	2097	1798	192	10.5614
YDL200C_mRNA	567	268	46	16.976
YJR134C_mRNA	2124	1825	444	24.062
YMR135C_mRNA	1368	1069	1077	99.6437
YGR012W_mRNA	1182	883	275	30.8023
YNL244C_mRNA	327	28.091	394	1387.21
YCR024C-A_mRNA	123	1.20308	0	0
YOR027W_mRNA	1770	1471	2015	135.48
YBL101C_mRNA	3354	3055	972	31.4678
YLL040C_mRNA	9435	9136	948	10.2628
YDR181C_mRNA	1446	1147	151	13.0204
YML116W-A_mRNA	303	9.89396	6	59.9781
YPR096C_mRNA	303	9.89396	0	0
YJL210W_mRNA	816	517	408	78.0515
YLR216C_mRNA	1116	817	1355.56	164.1
YGL118C_mRNA	438	139	0	0
YMR021C_mRNA	1254	955	121	12.5312
YNL079C_mRNA	600	301	1669	548.405
YBL058W_mRNA	1272	973	1279	130.008
YJR127C_mRNA	4143	3844	919	23.6452
YLR088W_mRNA	1845	1546	259	16.5692
YKL128C_mRNA	888	589	568	95.3772
YLR100W_mRNA	1044	745	808	107.267
