target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	607	203	21.218
YDL245C_mRNA	1704	1405	175.477	7.92393
YBR232C_mRNA	360	61	37	38.4831
YDR320W-B_mRNA	138	1.24372	0	0
YBR021W_mRNA	1902	1603	199	7.87622
YGR014W_mRNA	3921	3622	1214	21.2651
YKL119C_mRNA	648	349	152	27.6322
YPR031W_mRNA	2247	1948	166	5.40651
YKL066W_mRNA	444	145	59	25.8156
YJL076W_mRNA	3570	3271	1137.26	22.0586
YPL174C_mRNA	2607	2308	281	7.72447
YIL003W_mRNA	882	583	228	24.8121
YML066C_mRNA	1110	811	187	14.6291
YMR129W_mRNA	4014	3715	664	11.3398
YBR140C_mRNA	9279	8980	1019	7.19939
YGR242W_mRNA	309	13.0646	1	4.85626
YKR047W_mRNA	306	11.3524	136	760.065
YKL029C_mRNA	2010	1711	1285.93	47.6831
YLR154C-G_mRNA	150	1.28333	0	0
YPL028W_mRNA	1197	898	5995	423.556
YDL235C_mRNA	504	205	221	68.3969
YER091C_mRNA	2304	2005	7191	227.548
YMR121C_mRNA	615	316	657.123	131.934
YDR356W_mRNA	2835	2536	262	6.55466
YDR337W_mRNA	861	562	458	51.7044
YKL008C_mRNA	1257	958	867	57.4185
YER055C_mRNA	894	595	1915	204.197
YFR004W_mRNA	921	622	2449	249.802
YDR108W_mRNA	2097	1798	405	14.291
YDL200C_mRNA	567	268	126	29.8287
YJR134C_mRNA	2124	1825	1172	40.7439
YMR135C_mRNA	1368	1069	2171	128.849
YGR012W_mRNA	1182	883	643	46.2007
YNL244C_mRNA	327	28.091	715	1614.87
YCR024C-A_mRNA	123	1.20308	0	0
YOR027W_mRNA	1770	1471	2949	127.192
YBL101C_mRNA	3354	3055	1020	21.183
YLL040C_mRNA	9435	9136	1727	11.9932
YDR181C_mRNA	1446	1147	485	26.8273
YML116W-A_mRNA	303	9.89396	17	109.013
YPR096C_mRNA	303	9.89396	0	0
YJL210W_mRNA	816	517	1183	145.175
YLR216C_mRNA	1116	817	1888.56	146.658
YGL118C_mRNA	438	139	0	0
YMR021C_mRNA	1254	955	260	17.273
YNL079C_mRNA	600	301	3352	706.538
YBL058W_mRNA	1272	973	2060	134.324
YJR127C_mRNA	4143	3844	2047	33.7857
YLR088W_mRNA	1845	1546	461	18.9186
YKL128C_mRNA	888	589	1032	111.164
YLR100W_mRNA	1044	745	1562	133.022
YKL106C-A_mRNA	120	1.19594	0	0
YBR080C_mRNA	2277	1978	1005	32.2358
YOR292C_mRNA	930	631	446	44.8439
YNL219C_mRNA	1668	1369	841	38.9754
YPR179C_mRNA	1968	1669	356	13.5329
YOL062C_mRNA	1476	1177	1685	90.8284
YDR540C_mRNA	540	241	19	5.0019
YER087W_mRNA	1731	1432	280.709	12.4369
YOL140W_mRNA	1272	973	181	11.8022
YFL009W_mRNA	2340	2041	907.375	28.206
YLL004W_mRNA	1851	1552	114	4.66027
YKL057C_mRNA	3114	2815	714	16.0923
YPL130W_mRNA	672	373	33	5.6131
YDL046W_mRNA	522	223	1532	435.865
YPL072W_mRNA	1500	1201	238.9	12.6204
YPR150W_mRNA	522	223	25.15	7.15535
YER180C_mRNA	804	505	209	26.2575
YGL157W_mRNA	1044	745	973	82.8618
YDR252W_mRNA	450	151	44	18.4873
YLR037C_mRNA	375	76	93	77.6368
YMR307W_mRNA	1680	1381	10361	475.999
YIL116W_mRNA	1158	859	896	66.1779
YAL040C_mRNA	1743	1444	706	31.0196
YGL232W_mRNA	870	571	345	38.3337
YHR181W_mRNA	687	388	454	74.2373
YBR051W_mRNA	351	52	8	9.76078
YPL259C_mRNA	1428	1129	575	32.3126
YDR461C-A_mRNA	243	2.22021	0	0
YJL087C_mRNA	2484	2185	228	6.62036
YIR005W_mRNA	447	148	44	18.8621
YDL080C_mRNA	1830	1531	528	21.8805
YJL209W_mRNA	1965	1666	286	10.8915
YLR286C_mRNA	1689	1390	9730	444.116
YEL044W_mRNA	501	202	1549	486.517
YOR371C_mRNA	2694	2395	200	5.29813
YLR071C_mRNA	3249	2950	695	14.9472
YBL050W_mRNA	879	580	1197	130.938
YOR025W_mRNA	1344	1045	434	26.3494
YHL001W_mRNA	417	118	2043.95	1098.97
YJR042W_mRNA	2235	1936	717	23.497
YNL185C_mRNA	477	178	212	75.5638
YBR129C_mRNA	987	688	340	31.3537
YKL145W_mRNA	1404	1105	5330	306.029
YIL015W_mRNA	1764	1465	307	13.2953
YPL018W_mRNA	1110	811	58	4.53738
YLR160C_mRNA	1089	790	2290.5	183.951
YIL047C_mRNA	2709	2410	660.336	17.3838
YBL039C-A_mRNA	84	1.12925	0	0
YOR061W_mRNA	1020	721	1704	149.945
YJR005C-A_mRNA	282	4.5528	0	0
YLR352W_mRNA	2424	2125	607	18.1229
YDR068W_mRNA	933	634	621	62.1442
YJL128C_mRNA	2007	1708	1087	40.3775
YPL228W_mRNA	1650	1351	562	26.3924
YML036W_mRNA	546	247	142	36.4745
YKL114C_mRNA	1104	805	504	39.7221
YDR078C_mRNA	672	373	160	27.2151
YCR105W_mRNA	1086	787	141	11.3669
YJR083C_mRNA	930	631	262	26.3433
YDR248C_mRNA	582	283	175	39.2328
