target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	607	212	25.977
YDL245C_mRNA	1704	1405	123.541	6.54001
YBR232C_mRNA	360	61	18.5713	22.6441
YDR320W-B_mRNA	138	1.24372	0	0
YBR021W_mRNA	1902	1603	176	8.16623
YGR014W_mRNA	3921	3622	1201	24.6625
YKL119C_mRNA	648	349	170	36.2298
YPR031W_mRNA	2247	1948	214	8.17085
YKL066W_mRNA	444	145	43	22.0568
YJL076W_mRNA	3570	3271	1487.21	33.817
YPL174C_mRNA	2607	2308	277	8.9266
YIL003W_mRNA	882	583	238	30.3634
YML066C_mRNA	1110	811	65	5.96122
YMR129W_mRNA	4014	3715	921	18.4392
YBR140C_mRNA	9279	8980	1155	9.56639
YGR242W_mRNA	309	13.0646	2	11.3861
YKR047W_mRNA	306	11.3524	53	347.242
YKL029C_mRNA	2010	1711	1450.87	63.0695
YLR154C-G_mRNA	150	1.28333	0	0
YPL028W_mRNA	1197	898	3817	316.146
YDL235C_mRNA	504	205	182	66.0328
YER091C_mRNA	2304	2005	1745	64.7327
YMR121C_mRNA	615	316	358.709	84.4302
YDR356W_mRNA	2835	2536	379	11.1156
YDR337W_mRNA	861	562	395	52.2761
YKL008C_mRNA	1257	958	1183	91.8463
YER055C_mRNA	894	595	2708	338.512
YFR004W_mRNA	921	622	1699	203.163
YDR108W_mRNA	2097	1798	292	12.0791
YDL200C_mRNA	567	268	70	19.427
YJR134C_mRNA	2124	1825	1027	41.8552
YMR135C_mRNA	1368	1069	1280	89.0583
YGR012W_mRNA	1182	883	401	33.7774
YNL244C_mRNA	327	28.091	637	1686.61
YCR024C-A_mRNA	123	1.20308	0	0
YOR027W_mRNA	1770	1471	3180	160.789
YBL101C_mRNA	3354	3055	925	22.5202
YLL040C_mRNA	9435	9136	1333	10.8522
YDR181C_mRNA	1446	1147	339	21.9826
YML116W-A_mRNA	303	9.89396	13	97.7272
YPR096C_mRNA	303	9.89396	0	0
YJL210W_mRNA	816	517	461	66.3213
YLR216C_mRNA	1116	817	1646.15	149.861
YGL118C_mRNA	438	139	0	0
