target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
YAL008W_mRNA	0.533277817837019	0.956803845193336	0.299915335241428	0.481397149479306	5.29727047474528	0.169487011736697	0.00490215998859372	0.18821718628374	0.0266886912694727	0.18821718628374
YAL020C_mRNA	0.990286892027019	0.998088810405759	0.00464810779676379	0.381810009173268	6.23797420829504	0.0971895228876092	0.00200511851124606	0.119477284076163	0.023012793609742	0.119477284076163
YAL046C_mRNA	0.673731112389426	0.969479945748914	0.337950392530094	0.802669939767687	4.12818348140545	0.448554432772982	0.017247397727278	0.519651795778274	0.0458629139266967	0.519651795778274
YAL053W_mRNA	0.23717680358118	0.792056906330682	0.287681795694153	0.243370618216449	7.90762197553339	0.0532796411363392	0.00038510561887051	0.0489726092236766	0.0452487508504477	0.0489726092236766
YAR033W_mRNA	0.700699709941444	0.972304529379568	-0.0901684919399986	0.234584021494465	4.89113631702623	0.02158495045749	0.015146069752094	0.0101412939575323	0.0307119828650024	0.0307119828650024
YBL003C_mRNA	0.295810528739235	0.835202475344864	0.89269732727042	0.85388013995088	6.90952881421541	0.618892281954314	0.00151574490660389	0.606076999595508	0.027667136832843	0.606076999595508
YBL024W_mRNA	0.101657887669166	0.593660774377944	-0.368787140351751	0.225300367263427	6.65531037676747	0.0565074961408276	0.00136651417166384	0.0409336987358654	0.0255324161735279	0.0409336987358654
YBL030C_mRNA	0.591053726025207	0.963403035739107	0.443235277434469	0.824915874487371	7.51469702728439	0.486400385181244	0.000573855924458889	0.566497977393262	0.0364567061483877	0.566497977393262
YBL062W_mRNA	0.411919209167384	0.922229397642111	0.439894380331676	0.536115984865198	3.1795068638981	0.0706413904079119	0.157851222478366	-0.109863456520015	0.0816657352116181	0.0816657352116181
YBL068W_mRNA	0.0494921757949606	0.412582756963371	-0.347093045651727	0.176698195081417	5.86129374533532	0.0408130995861985	0.0028980915566221	0.0230196199386689	0.0231204518975699	0.0231204518975699
YBL088C_mRNA	0.745440520062234	0.974687736124381	0.061914229043214	0.190706463135202	6.08314632097951	0.0248848653473614	0.0023836737918354	0.0279237887761132	0.0227831786911402	0.0279237887761132
YBR002C_mRNA	0.339635141910996	0.868077537322468	-0.282597020532637	0.295948310650057	5.87604944693027	0.0717004477200691	0.00330992794799072	0.069677907532528	0.0230637352826977	0.069677907532528
YBR006W_mRNA	0.407408774078095	0.920005675402017	0.269000419235669	0.324698469108209	5.87579922497872	0.0823462681523039	0.00277353154792828	0.0850840483197505	0.0230646609669391	0.0850840483197505
YBR010W_mRNA	0.20968043670427	0.764630372285852	0.753188162194043	0.600415626029839	7.28634484832537	0.334881350598742	0.000731749479235766	0.299684020504767	0.0323142280131158	0.299684020504767
YBR015C_mRNA	0.899658587039289	0.988862801146471	0.0244965080987717	0.194273880993486	7.17419224497277	0.0117923442337781	0.000795867105310099	0.0138195467475307	0.0306560835915827	0.0306560835915827
YBR052C_mRNA	0.442409332028896	0.936441276581553	0.4411887357479	0.574366491355978	6.81176155457011	0.252372494353523	0.00125818777540842	0.273655867551739	0.0268048587333403	0.273655867551739
YBR080C_mRNA	0.748325623425229	0.974687736124381	0.0592020346041142	0.184517418444185	6.87001736967987	0.000917286941511215	0.00106612449270532	-0.00064969933691342	0.0273061069317166	0.0273061069317166
YBR106W_mRNA	0.802018477787487	0.984290133227734	0.136172560429403	0.543092087220141	8.0588927782575	0.199723171169736	0.00032212739602459	0.245468718604916	0.0492534903232513	0.245468718604916
YBR123C_mRNA	0.718984400618554	0.974687736124381	0.062962034538753	0.174983757757608	5.92259146587974	0.00662880650495876	0.0026001767499905	0.00485995267427909	0.0229159194824871	0.0229159194824871
YBR129C_mRNA	0.622881782966094	0.963743236977374	0.0900174633491614	0.183047808857339	5.64622683787764	0.003040305079213	0.00371956112056836	-0.00160733471068071	0.024202522485659	0.024202522485659
YBR183W_mRNA	0.234168407160634	0.790006810095399	0.378854349250528	0.318448058470452	5.76967197597368	0.0915278802867407	0.00322646098510383	0.08128117730123	0.023548365140846	0.08128117730123
YBR228W_mRNA	0.847060799538073	0.988143998775102	0.0440036504900264	0.228151895380094	5.26811991399986	0.0350249117864277	0.00551695002783821	0.0378607894434364	0.0269319578286062	0.0378607894434364
YBR275C_mRNA	0.536587007373222	0.956803845193336	0.129191361790934	0.209053499031002	6.14145927217487	0.0319173116316361	0.00225614513632527	0.0341633260779292	0.0228321938594067	0.0341633260779292
YBR281C_mRNA	0.142149911162771	0.663961519727617	0.25580579862982	0.174274596547482	6.07267620975571	0.0284640779920269	0.00253038684927927	0.0194170842631211	0.0227793089855437	0.0227793089855437
YBR295W_mRNA	0.957287465128347	0.996229183247022	0.0250172746069643	0.467107806988494	5.95421209915623	0.145564112904527	0.00273189517531207	0.179092857616021	0.0228470714113479	0.179092857616021
YCL017C_mRNA	0.673663094313505	0.969479945748914	0.199340459774119	0.473351137482787	6.56760459672878	0.155996969387992	0.00132810894700928	0.185389640516531	0.0247944107119258	0.185389640516531
YCL027W_mRNA	0.0161576278865729	0.223600721398058	0.616343368196004	0.256240091240636	4.37801106003002	0.0938727477273558	0.0148939021057549	0.0233055434869416	0.0398219181934197	0.0398219181934197
