target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	607	116	21.7469
YDL245C_mRNA	1704	1405	80.1879	6.49474
YBR232C_mRNA	360	61	15.6644	29.2221
YDR320W-B_mRNA	138	1.24372	0	0
YBR021W_mRNA	1902	1603	84	5.96313
YGR014W_mRNA	3921	3622	758	23.8149
YKL119C_mRNA	648	349	97	31.6283
YPR031W_mRNA	2247	1948	80	4.67337
YKL066W_mRNA	444	145	30	23.5441
YJL076W_mRNA	3570	3271	742.687	25.8377
YPL174C_mRNA	2607	2308	131	6.45899
YIL003W_mRNA	882	583	93	18.1528
YML066C_mRNA	1110	811	68	9.54151
YMR129W_mRNA	4014	3715	412	12.6202
YBR140C_mRNA	9279	8980	648	8.2116
YGR242W_mRNA	309	13.0646	1	8.71029
YKR047W_mRNA	306	11.3524	40	400.962
YKL029C_mRNA	2010	1711	738.627	49.1252
YLR154C-G_mRNA	150	1.28333	0	0
YPL028W_mRNA	1197	898	2763	350.133
YDL235C_mRNA	504	205	116	64.3922
YER091C_mRNA	2304	2005	1520	86.2697
YMR121C_mRNA	615	316	221.127	79.6311
YDR356W_mRNA	2835	2536	137	6.14752
YDR337W_mRNA	861	562	210	42.5218
YKL008C_mRNA	1257	958	698	82.9123
YER055C_mRNA	894	595	1789	342.154
YFR004W_mRNA	921	622	1189	217.531
YDR108W_mRNA	2097	1798	163	10.3164
YDL200C_mRNA	567	268	48	20.3815
YJR134C_mRNA	2124	1825	493	30.7406
YMR135C_mRNA	1368	1069	881	93.7836
YGR012W_mRNA	1182	883	254	32.7342
YNL244C_mRNA	327	28.091	405	1640.66
YCR024C-A_mRNA	123	1.20308	0	0
YOR027W_mRNA	1770	1471	1919	148.454
YBL101C_mRNA	3354	3055	570	21.2321
YLL040C_mRNA	9435	9136	858	10.6871
YDR181C_mRNA	1446	1147	175	17.3621
YML116W-A_mRNA	303	9.89396	10	115.016
YPR096C_mRNA	303	9.89396	0	0
YJL210W_mRNA	816	517	354	77.9187
YLR216C_mRNA	1116	817	1227.66	170.995
YGL118C_mRNA	438	139	0	0
YMR021C_mRNA	1254	955	123	14.6565
YNL079C_mRNA	600	301	1433	541.762
YBL058W_mRNA	1272	973	1223	143.035
YJR127C_mRNA	4143	3844	883	26.14
YLR088W_mRNA	1845	1546	274	20.1683
YKL128C_mRNA	888	589	494	95.4422
YLR100W_mRNA	1044	745	867	132.432
YKL106C-A_mRNA	120	1.19594	0	0
YBR080C_mRNA	2277	1978	627	36.072
YOR292C_mRNA	930	631	224	40.3969
YNL219C_mRNA	1668	1369	450	37.4057
YPR179C_mRNA	1968	1669	176	12.0001
YOL062C_mRNA	1476	1177	869	84.018
YDR540C_mRNA	540	241	22	10.3881
YER087W_mRNA	1731	1432	151.13	12.0098
YOL140W_mRNA	1272	973	86	10.0581
YFL009W_mRNA	2340	2041	472.851	26.3639
YLL004W_mRNA	1851	1552	76	5.57251
YKL057C_mRNA	3114	2815	359	14.5126
YPL130W_mRNA	672	373	12	3.66101
YDL046W_mRNA	522	223	723	368.946
YPL072W_mRNA	1500	1201	167	15.8235
YPR150W_mRNA	522	223	1.46487	0.747518
YER180C_mRNA	804	505	114	25.6887
YGL157W_mRNA	1044	745	688	105.09
YDR252W_mRNA	450	151	22	16.5796
YLR037C_mRNA	375	76	15	22.4598
YMR307W_mRNA	1680	1381	6983	575.41
YIL116W_mRNA	1158	859	399	52.8577
YAL040C_mRNA	1743	1444	306	24.1148
YGL232W_mRNA	870	571	220	43.8445
YHR181W_mRNA	687	388	217	63.6439
YBR051W_mRNA	351	52	6	13.1304
YPL259C_mRNA	1428	1129	313	31.5485
YDR461C-A_mRNA	243	2.22021	0	0
YJL087C_mRNA	2484	2185	142	7.39547
YIR005W_mRNA	447	148	15	11.5334
YDL080C_mRNA	1830	1531	302	22.4471
YJL209W_mRNA	1965	1666	133	9.08459
YLR286C_mRNA	1689	1390	6734	551.299
YEL044W_mRNA	501	202	312	175.765
YOR371C_mRNA	2694	2395	121	5.74922
YLR071C_mRNA	3249	2950	372	14.3499
YBL050W_mRNA	879	580	584	114.581
YOR025W_mRNA	1344	1045	220	23.9572
YHL001W_mRNA	417	118	1202.83	1159.98
YJR042W_mRNA	2235	1936	425	24.9812
YNL185C_mRNA	477	178	121	77.356
YBR129C_mRNA	987	688	215	35.5614
YKL145W_mRNA	1404	1105	2299	236.758
YIL015W_mRNA	1764	1465	328	25.478
YPL018W_mRNA	1110	811	74	10.3834
YLR160C_mRNA	1089	790	621	89.4527
YIL047C_mRNA	2709	2410	638.172	30.1335
YBL039C-A_mRNA	84	1.12925	0	0
YOR061W_mRNA	1020	721	770	121.53
YJR005C-A_mRNA	282	4.5528	0	0
YLR352W_mRNA	2424	2125	202	10.8174
YDR068W_mRNA	933	634	332	59.5906
YJL128C_mRNA	2007	1708	539	35.9112
YPL228W_mRNA	1650	1351	302	25.4379
YML036W_mRNA	546	247	88	40.5429
YKL114C_mRNA	1104	805	215	30.3929
YDR078C_mRNA	672	373	31	9.45762
YCR105W_mRNA	1086	787	53	7.66355
YJR083C_mRNA	930	631	135	24.3463
YDR248C_mRNA	582	283	106	42.6234
YPL199C_mRNA	723	424	324	86.9577
YNL136W_mRNA	1278	979	228	26.5021
YLL045C_mRNA	771	472	7576.59	1826.67
YOR316C-A_mRNA	210	1.66472	0	0
YNL264C_mRNA	1053	754	247	37.2782
YLR320W_mRNA	4365	4066	190	5.31759
YBR028C_mRNA	1578	1279	234	20.8197
YKL098W_mRNA	1074	775	390	57.2653
YBR063C_mRNA	1215	916	87.762	10.9029
YJL052C-A_mRNA	120	1.19594	0	0
YPR060C_mRNA	771	472	154	37.1285
YLL013C_mRNA	2640	2341	138	6.70821
YKR067W_mRNA	2232	1933	807	47.5084
YLR040C_mRNA	675	376	61	18.4617
YMR093W_mRNA	1542	1243	148	13.5494
YIL058W_mRNA	285	4.97562	0	0
YHR136C_mRNA	447	148	284	218.366
YBR078W_mRNA	1290	991	5012	575.528
YCL054W_mRNA	2526	2227	279	14.2565
YIL072W_mRNA	1818	1519	47	3.52102
