target_id	length	eff_length	est_counts	tpm
YBR024W_mRNA	906	607	192	26.4669
YDL245C_mRNA	1704	1405	135.962	8.09717
YBR232C_mRNA	360	61	18.4808	25.3502
YDR320W-B_mRNA	138	1.24372	0	0
YBR021W_mRNA	1902	1603	128	6.6814
YGR014W_mRNA	3921	3622	848	19.5902
YKL119C_mRNA	648	349	173	41.4774
YPR031W_mRNA	2247	1948	174	7.47397
YKL066W_mRNA	444	145	104	60.0145
YJL076W_mRNA	3570	3271	1034.74	26.4693
YPL174C_mRNA	2607	2308	352	12.7614
YIL003W_mRNA	882	583	237	34.015
YML066C_mRNA	1110	811	131	13.5158
YMR129W_mRNA	4014	3715	577	12.996
YBR140C_mRNA	9279	8980	1096	10.2123
YGR242W_mRNA	309	13.0646	2	12.8093
YKR047W_mRNA	306	11.3524	78	574.91
YKL029C_mRNA	2010	1711	807.761	39.5025
YLR154C-G_mRNA	150	1.28333	0	0
YPL028W_mRNA	1197	898	4227	393.865
YDL235C_mRNA	504	205	210	85.715
YER091C_mRNA	2304	2005	5900	246.223
YMR121C_mRNA	615	316	560.757	148.484
YDR356W_mRNA	2835	2536	289	9.53542
YDR337W_mRNA	861	562	397	59.1079
YKL008C_mRNA	1257	958	865	75.5513
YER055C_mRNA	894	595	1502	211.224
YFR004W_mRNA	921	622	1787	240.395
YDR108W_mRNA	2097	1798	255	11.867
YDL200C_mRNA	567	268	146	45.5837
YJR134C_mRNA	2124	1825	1126	51.6258
YMR135C_mRNA	1368	1069	1653	129.386
YGR012W_mRNA	1182	883	489	46.3382
YNL244C_mRNA	327	28.091	594	1769.34
YCR024C-A_mRNA	123	1.20308	0	0
YOR027W_mRNA	1770	1471	2620	149.032
YBL101C_mRNA	3354	3055	792	21.6923
YLL040C_mRNA	9435	9136	1434	13.1336
YDR181C_mRNA	1446	1147	420	30.6392
YML116W-A_mRNA	303	9.89396	14	118.399
YPR096C_mRNA	303	9.89396	0	0
YJL210W_mRNA	816	517	937	151.649
YLR216C_mRNA	1116	817	1519.74	155.647
YGL118C_mRNA	438	139	1	0.601972
YMR021C_mRNA	1254	955	199	17.4358
YNL079C_mRNA	600	301	2946	818.95
YBL058W_mRNA	1272	973	1778	152.901
YJR127C_mRNA	4143	3844	1776	38.659
YLR088W_mRNA	1845	1546	438	23.7059
YKL128C_mRNA	888	589	692	98.3064
YLR100W_mRNA	1044	745	1257	141.179
YKL106C-A_mRNA	120	1.19594	0	0
YBR080C_mRNA	2277	1978	1002	42.387
YOR292C_mRNA	930	631	372	49.3293
YNL219C_mRNA	1668	1369	896	54.7641
YPR179C_mRNA	1968	1669	401	20.1039
YOL062C_mRNA	1476	1177	1091	77.5603
YDR540C_mRNA	540	241	47	16.3182
YER087W_mRNA	1731	1432	253.101	14.7891
YOL140W_mRNA	1272	973	175	15.0493
YFL009W_mRNA	2340	2041	771.327	31.6218
YLL004W_mRNA	1851	1552	91	4.90615
YKL057C_mRNA	3114	2815	634	18.8453
YPL130W_mRNA	672	373	10	2.24327
YDL046W_mRNA	522	223	1157	434.13
YPL072W_mRNA	1500	1201	205	14.2824
YPR150W_mRNA	522	223	19.2427	7.22025
YER180C_mRNA	804	505	239	39.6002
YGL157W_mRNA	1044	745	924	103.778
YDR252W_mRNA	450	151	33	18.2864
YLR037C_mRNA	375	76	46	50.6449
YMR307W_mRNA	1680	1381	6883	417.038
YIL116W_mRNA	1158	859	956	93.1228
YAL040C_mRNA	1743	1444	677	39.2295
YGL232W_mRNA	870	571	376	55.0989
YHR181W_mRNA	687	388	445	95.9665
YBR051W_mRNA	351	52	2	3.21824
YPL259C_mRNA	1428	1129	569	42.1706
YDR461C-A_mRNA	243	2.22021	0	0
YJL087C_mRNA	2484	2185	240	9.19075
YIR005W_mRNA	447	148	48	27.1376
YDL080C_mRNA	1830	1531	410	22.4078
YJL209W_mRNA	1965	1666	277	13.9122
YLR286C_mRNA	1689	1390	7433	447.446
YEL044W_mRNA	501	202	1097	454.409
YOR371C_mRNA	2694	2395	121	4.22738
YLR071C_mRNA	3249	2950	684	19.4011
YBL050W_mRNA	879	580	1176	169.657
YOR025W_mRNA	1344	1045	295	23.6209
YHL001W_mRNA	417	118	1555.47	1102.99
YJR042W_mRNA	2235	1936	584	25.2405
YNL185C_mRNA	477	178	168	78.9733
YBR129C_mRNA	987	688	381	46.337
YKL145W_mRNA	1404	1105	4097	310.238
YIL015W_mRNA	1764	1465	260	14.85
YPL018W_mRNA	1110	811	46	4.746
YLR160C_mRNA	1089	790	1755	185.884
YIL047C_mRNA	2709	2410	500.483	17.3765
YBL039C-A_mRNA	84	1.12925	0	0
YOR061W_mRNA	1020	721	1304	151.333
YJR005C-A_mRNA	282	4.5528	0	0
YLR352W_mRNA	2424	2125	450	17.7192
YDR068W_mRNA	933	634	612	80.7706
YJL128C_mRNA	2007	1708	893	43.7477
YPL228W_mRNA	1650	1351	567	35.1171
YML036W_mRNA	546	247	128	43.3615
YKL114C_mRNA	1104	805	541	56.2332
YDR078C_mRNA	672	373	149	33.4248
YCR105W_mRNA	1086	787	143	15.2038
YJR083C_mRNA	930	631	256	33.947
YDR248C_mRNA	582	283	161	47.6026
YPL199C_mRNA	723	424	631	124.524
YNL136W_mRNA	1278	979	832	71.1102
YLL045C_mRNA	771	472	10211.7	1810.29
YOR316C-A_mRNA	210	1.66472	0	0
YNL264C_mRNA	1053	754	428	47.4967
YLR320W_mRNA	4365	4066	326	6.70875
YBR028C_mRNA	1578	1279	331	21.6545
YKL098W_mRNA	1074	775	526	56.7904
YBR063C_mRNA	1215	916	180.58	16.4955
YJL052C-A_mRNA	120	1.19594	0	0
YPR060C_mRNA	771	472	227	40.2416
YLL013C_mRNA	2640	2341	210	7.50601
YKR067W_mRNA	2232	1933	1005	43.5036
YLR040C_mRNA	675	376	84	18.6932
YMR093W_mRNA	1542	1243	139	9.35696
YIL058W_mRNA	285	4.97562	0	0
YHR136C_mRNA	447	148	16	9.04585
YBR078W_mRNA	1290	991	7454	629.371
YCL054W_mRNA	2526	2227	264	9.91916
YIL072W_mRNA	1818	1519	86	4.73731
YOR231C-A_mRNA	201	1.57618	0	0
YCR016W_mRNA	873	574	199	29.009
YEL020C_mRNA	1683	1384	527	31.8615
YPL025C_mRNA	558	259	56	18.0917
YDL136W_mRNA	363	64	1735.64	2269.19
YBR211C_mRNA	975	676	371	45.9217
